"numberOfVersionsUntil.","numberOfFixesUntil.","numberOfRefactoringsUntil.","numberOfAuthorsUntil.","linesAddedUntil.","maxLinesAddedUntil.","avgLinesAddedUntil.","linesRemovedUntil.","maxLinesRemovedUntil.","avgLinesRemovedUntil.","codeChurnUntil.","maxCodeChurnUntil.","avgCodeChurnUntil.","ageWithRespectTo.","weightedAgeWithRespectTo.","bugs"
4,0,0,2,4,1,1,4,1,1,0,0,0,250.143,2.67857,"false"
3,0,0,3,32,25,10.6667,9,5,3,23,22,7.66667,209.143,129.978,"true"
7,0,0,4,198,134,28.2857,154,134,22,44,33,6.28571,90.5714,10.518,"false"
6,0,0,2,248,135,41.3333,173,79,28.8333,75,56,12.5,61,38.905,"false"
13,1,0,7,95,19,7.30769,98,51,7.53846,-3,13,-0.230769,368.143,130.263,"false"
4,0,0,2,122,101,30.5,102,101,25.5,20,16,5,90.5714,10.959,"false"
14,3,0,2,699,298,49.9286,292,99,20.8571,407,232,29.0714,50.2857,33.643,"true"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,4.14286,0,"false"
16,2,0,7,164,39,10.25,139,51,8.6875,25,35,1.5625,368.143,174.308,"false"
10,0,0,7,116,28,11.6,83,51,8.3,33,25,3.3,368.143,295.233,"true"
4,0,0,3,4,1,1,4,1,1,0,0,0,239.143,8.10714,"false"
5,1,0,5,133,111,26.6,172,111,34.4,-39,1,-7.8,368.143,127.255,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
3,0,0,3,8,6,2.66667,8,5,2.66667,0,1,0,143.857,50.5714,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,187.286,0,"false"
19,6,0,8,206,82,10.8421,147,51,7.73684,59,58,3.10526,368.143,103.945,"false"
11,2,0,6,80,17,7.27273,77,62,7,3,16,0.272727,244.714,77.3893,"false"
3,0,0,2,20,13,6.66667,57,51,19,-37,1,-12.3333,246.857,50.9714,"false"
18,1,1,5,439,80,24.3889,238,56,13.2222,201,57,11.1667,368.143,266.608,"false"
7,1,0,4,106,76,15.1429,47,33,6.71429,59,43,8.42857,213.429,87.9016,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,62.7143,0,"false"
7,0,0,2,60,17,8.57143,12,4,1.71429,48,17,6.85714,44.8571,19.8095,"false"
14,2,0,6,182,47,13,131,90,9.35714,51,38,3.64286,242.143,81.5392,"false"
17,1,0,7,212,51,12.4706,142,51,8.35294,70,44,4.11765,368.143,124.301,"false"
2,0,0,2,2,1,1,4,3,2,-2,0,-1,187,91.8571,"false"
7,1,0,3,266,167,38,187,180,26.7143,79,39,11.2857,132.286,95.7089,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,20.7143,0,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,42.2857,0,"false"
9,3,0,5,284,257,31.5556,274,257,30.4444,10,10,1.11111,151,121.497,"false"
2,0,0,2,1,1,0.5,2,1,1,-1,0,-0.5,122.286,0,"false"
8,0,0,4,95,25,11.875,24,9,3,71,25,8.875,210.143,137.215,"false"
3,0,0,3,10,6,3.33333,9,5,3,1,1,0.333333,170.143,91.8857,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,170.143,60.2449,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,216.286,0,"false"
2,0,0,1,152,151,76,152,151,76,0,0,0,70.8571,50.3806,"false"
3,0,0,2,3,1,1,3,1,1,0,0,0,70.1429,12.1429,"false"
3,0,0,1,2,1,0.666667,3,1,1,-1,0,-0.333333,55.1429,3.64286,"false"
7,0,0,4,56,19,8,92,51,13.1429,-36,1,-5.14286,368.143,262.199,"false"
4,0,0,3,60,55,15,57,55,14.25,3,3,0.75,90.5714,10.9262,"false"
4,0,0,3,127,125,31.75,128,125,32,-1,0,-0.25,150.571,128.382,"false"
4,0,0,4,9,6,2.25,10,5,2.5,-1,1,-0.25,143.857,51.8413,"false"
7,0,0,5,45,13,6.42857,73,51,10.4286,-28,5,-4,368.143,210.289,"false"
2,0,0,2,21,18,10.5,3,3,1.5,18,18,9,151.143,69.9184,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,264.857,0,"false"
2,0,0,1,2,1,1,2,1,1,0,0,0,179.286,15.2143,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,80.2857,0,"false"
11,1,0,7,107,23,9.72727,23,5,2.09091,84,23,7.63636,244.714,88.3137,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,170.143,0,"false"
6,1,0,4,284,230,47.3333,251,230,41.8333,33,20,5.5,90.5714,14.1177,"false"
10,2,0,4,422,309,42.2,368,309,36.8,54,19,5.4,86.2857,8.87339,"false"
4,0,1,2,45,23,11.25,6,5,1.5,39,23,9.75,145,10.4,"false"
5,1,0,5,12,6,2.4,8,5,1.6,4,3,0.8,187.286,82.5595,"false"
17,1,0,8,237,75,13.9412,107,51,6.29412,130,68,7.64706,368.143,170.596,"false"
3,0,0,1,28,16,9.33333,29,27,9.66667,-1,15,-0.333333,136.571,27.5714,"false"
2,0,0,2,2,1,1,2,1,1,0,0,0,64,14.2143,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,29.8571,0,"false"
7,2,0,2,28,10,4,10,3,1.42857,18,7,2.57143,94.2857,34,"false"
4,0,0,3,52,49,13,60,49,15,-8,0,-2,90.5714,11.5,"false"
7,1,0,1,35,13,5,4,2,0.571429,31,13,4.42857,30.8571,17.4653,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,20.7143,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,194.286,0,"false"
5,0,0,4,32,13,6.4,58,51,11.6,-26,11,-5.2,368.143,211.545,"false"
4,0,0,3,24,15,6,11,5,2.75,13,10,3.25,66.4286,11.1429,"false"
4,1,0,2,4,1,1,4,1,1,0,0,0,151.571,3.39286,"false"
5,0,0,4,73,63,14.6,118,63,23.6,-45,0,-9,90.5714,11.6536,"false"
2,0,1,1,5,4,2.5,1,1,0.5,4,4,2,11.7143,2.05714,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,4.14286,0,"false"
1,1,0,1,1,1,1,1,1,1,0,0,0,36.8571,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,234.714,0,"false"
4,1,0,4,22,13,5.5,59,51,14.75,-37,1,-9.25,361.857,150.474,"false"
5,0,0,3,3,1,0.6,11,6,2.2,-8,0,-1.6,99,19.619,"false"
3,1,0,2,3,1,1,7,4,2.33333,-4,0,-1.33333,70.1429,28.9048,"false"
11,0,0,6,69,25,6.27273,69,51,6.27273,0,25,0,264.143,136.253,"true"
25,4,0,10,319,104,12.76,288,92,11.52,31,75,1.24,367.143,202.125,"true"
1,0,0,1,1,1,1,1,1,1,0,0,0,43.7143,0,"false"
15,3,0,7,192,117,12.8,146,60,9.73333,46,57,3.06667,262.857,46.6734,"false"
8,0,0,4,17,6,2.125,24,15,3,-7,2,-0.875,99,40.521,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,170.143,60.2449,"false"
7,1,0,2,7,1,1,7,1,1,0,0,0,302.714,31.3061,"false"
10,0,1,6,100,43,10,65,51,6.5,35,43,3.5,368.143,283.449,"true"
22,4,0,10,403,136,18.3182,315,125,14.3182,88,56,4,368.143,160.563,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,16,0,"false"
29,6,1,10,799,257,27.5517,503,286,17.3448,296,96,10.2069,244.714,59.3216,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,19.7143,0,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"true"
21,0,1,7,320,75,15.2381,246,51,11.7143,74,59,3.52381,368.143,224.254,"false"
2,0,0,2,2,1,1,2,1,1,0,0,0,60,2.42857,"false"
2,0,0,1,25,24,12.5,1,1,0.5,24,24,12,34.2857,11.6571,"false"
6,0,0,4,132,123,22,136,123,22.6667,-4,0,-0.666667,123.857,28.4307,"false"
4,1,0,3,52,39,13,42,39,10.5,10,10,2.5,90.5714,19.8901,"false"
4,0,0,2,130,112,32.5,21,17,5.25,109,95,27.25,88.8571,1.90659,"false"
9,1,0,5,47,13,5.22222,87,51,9.66667,-40,1,-4.44444,349.571,149.696,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
15,3,0,7,231,71,15.4,143,34,9.53333,88,65,5.86667,241.714,111.39,"false"
7,1,0,6,38,17,5.42857,24,7,3.42857,14,13,2,144.286,107.947,"false"
7,2,1,3,692,475,98.8571,514,475,73.4286,178,133,25.4286,62.8571,11.8214,"true"
3,0,0,2,16,15,5.33333,1,1,0.333333,15,15,5,78.1429,39.9107,"false"
3,0,0,2,15,13,5,21,19,7,-6,0,-2,70.1429,24.1429,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
4,0,0,2,21,11,5.25,10,8,2.5,11,8,2.75,190.714,5.98639,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,187.286,0,"false"
6,0,0,3,107,84,17.8333,54,36,9,53,48,8.83333,93.7143,19.0921,"false"
6,0,0,4,44,17,7.33333,3,1,0.5,41,17,6.83333,136.571,53.5227,"false"
2,0,0,2,2,1,1,2,1,1,0,0,0,234.714,7.71429,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
3,1,0,2,8,6,2.66667,7,5,2.33333,1,1,0.333333,110.143,10.1607,"false"
3,0,0,3,18,17,6,2,1,0.666667,16,17,5.33333,132.286,59.2302,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
4,0,0,3,14,6,3.5,10,5,2.5,4,4,1,143.857,34.9592,"false"
4,1,0,3,110,82,27.5,89,82,22.25,21,21,5.25,90.5714,11.0143,"false"
14,2,0,8,183,46,13.0714,152,54,10.8571,31,34,2.21429,368.143,183.101,"false"
5,0,0,3,5,1,1,5,1,1,0,0,0,239.143,9.37143,"false"
3,2,0,2,5,3,1.66667,7,3,2.33333,-2,0,-0.666667,70.1429,24.2571,"true"
1,1,0,1,1,1,1,1,1,1,0,0,0,71,0,"false"
1,1,0,1,1,1,1,1,1,1,0,0,0,59.5714,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
7,2,0,5,27,13,3.85714,64,51,9.14286,-37,5,-5.28571,365,168.355,"false"
3,0,0,3,9,6,3,12,6,4,-3,1,-1,170.143,51.0794,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,170.143,60.2449,"false"
4,2,0,4,67,51,16.75,27,12,6.75,40,39,10,101.714,85.6567,"false"
4,1,0,2,30,16,7.5,11,6,2.75,19,15,4.75,132.286,36.9667,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,62.7143,0,"false"
6,1,0,1,39,16,6.5,18,8,3,21,8,3.5,44.1429,15.4872,"false"
7,0,0,3,7,1,1,7,1,1,0,0,0,250.143,19.3878,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,20.5714,0,"false"
3,0,0,2,3,1,1,3,1,1,0,0,0,246.143,10.0952,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,81,0,"false"
10,1,0,7,27,13,2.7,65,51,6.5,-38,1,-3.8,368.143,162.794,"false"
3,0,1,2,9,6,3,42,36,14,-33,1,-11,43.7143,24.7937,"false"
2,1,0,2,2,1,1,3,2,1.5,-1,0,-0.5,20.7143,10.1429,"false"
5,1,0,1,5,1,1,5,1,1,0,0,0,246.143,13.7714,"false"
6,0,0,5,50,21,8.33333,14,6,2.33333,36,16,6,244.714,129.906,"false"
3,0,0,2,3,1,1,4,2,1.33333,-1,0,-0.333333,70.1429,31.3333,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
12,3,0,7,430,387,35.8333,407,387,33.9167,23,17,1.91667,179.286,59.8618,"false"
2,1,0,2,2,1,1,2,1,1,0,0,0,70.1429,30.8571,"false"
2,0,0,2,9,8,4.5,10,9,5,-1,0,-0.5,20.7143,12.1905,"false"
6,1,0,5,10,4,1.66667,9,3,1.5,1,1,0.166667,187,86.2571,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
13,2,0,6,265,64,20.3846,250,185,19.2308,15,58,1.15385,264.857,202.889,"true"
4,0,0,2,22,16,5.5,14,7,3.5,8,15,2,136.571,52.526,"false"
4,0,0,2,4,1,1,4,1,1,0,0,0,250.143,4.53571,"false"
7,0,0,2,197,123,28.1429,32,21,4.57143,165,115,23.5714,39.7143,7.70631,"false"
2,0,0,2,1,1,0.5,6,5,3,-5,0,-2.5,29.8571,0,"false"
2,0,1,1,3,2,1.5,3,2,1.5,0,0,0,11.7143,1.71429,"false"
5,0,0,2,61,30,12.2,11,4,2.2,50,26,10,136.571,91.6066,"false"
5,0,0,2,5,1,1,5,1,1,0,0,0,316.286,24.7429,"false"
3,1,0,3,43,38,14.3333,30,25,10,13,13,4.33333,27.5714,18.8306,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,20.7143,0,"false"
3,0,0,2,1,1,0.333333,2,1,0.666667,-1,0,-0.333333,78.2857,0,"true"
27,6,0,9,352,113,13.037,216,51,8,136,68,5.03704,368.143,127.543,"false"
2,0,1,1,1,1,0.5,3,2,1.5,-2,0,-1,11.7143,0,"false"
2,0,0,2,20,18,10,2,2,1,18,18,9,151.143,73.4143,"false"
2,0,0,1,2,1,1,2,1,1,0,0,0,82.1429,25.6429,"false"
17,2,0,6,247,66,14.5294,179,51,10.5294,68,40,4,368.143,142.315,"false"
21,4,1,9,481,121,22.9048,349,122,16.619,132,90,6.28571,229,117.646,"true"
1,0,0,1,1,1,1,1,1,1,0,0,0,29.8571,0,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
3,0,0,2,125,90,41.6667,93,90,31,32,32,10.6667,90.5714,10.7291,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
43,6,1,10,1011,273,23.5116,491,73,11.4186,520,200,12.093,368.143,243.808,"true"
4,0,0,3,14,7,3.5,8,5,2,6,6,1.5,211.286,49.398,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,205.143,0,"false"
3,0,0,1,23,16,7.66667,15,13,5,8,15,2.66667,136.571,33.441,"false"
6,1,0,3,307,258,51.1667,269,258,44.8333,38,25,6.33333,90.5714,13.3076,"false"
3,0,0,2,4,3,1.33333,4,3,1.33333,0,0,0,78.2857,32.0357,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
3,0,0,1,3,1,1,3,1,1,0,0,0,247,24.2381,"false"
9,1,0,6,44,13,4.88889,68,51,7.55556,-24,6,-2.66667,368.143,125.64,"false"
2,0,0,1,14,13,7,1,1,0.5,13,13,6.5,63.2857,13.6633,"false"
4,3,0,3,6,3,1.5,6,3,1.5,0,0,0,35.5714,25.381,"false"
2,0,0,1,4,3,2,4,3,2,0,0,0,62,0.964286,"false"
3,0,0,3,8,6,2.66667,8,5,2.66667,0,1,0,143.857,50.5714,"false"
4,0,0,4,47,24,11.75,13,6,3.25,34,18,8.5,241.714,93.3435,"false"
3,0,0,3,11,9,3.66667,9,5,3,2,4,0.666667,187,58.4286,"false"
5,1,0,4,40,15,8,65,50,13,-25,12,-5,254.429,30.4929,"false"
3,0,0,2,67,57,22.3333,59,57,19.6667,8,8,2.66667,90.5714,10.887,"false"
2,1,0,2,1,1,0.5,3,2,1.5,-2,0,-1,53,0,"false"
2,0,1,2,21,13,10.5,53,46,26.5,-32,1,-16,42.2857,13.4422,"false"
8,2,0,5,66,23,8.25,48,22,6,18,16,2.25,244.714,106.316,"false"
3,1,0,1,277,273,92.3333,275,273,91.6667,2,2,0.666667,70.8571,50.0469,"false"
5,0,1,1,36,19,7.2,705,688,141,-669,6,-133.8,30,8.69048,"true"
3,1,0,2,42,28,14,35,28,11.6667,7,7,2.33333,121.571,67.619,"false"
5,0,0,3,36,18,7.2,3,1,0.6,33,18,6.6,104.857,48.3968,"false"
2,0,1,1,1,1,0.5,2,1,1,-1,0,-0.5,11.7143,0,"true"
3,1,0,2,2,1,0.666667,2,1,0.666667,0,0,0,99,9.85714,"false"
2,0,0,1,14,13,7,4,3,2,10,10,5,62.7143,21.2245,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,29.8571,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,14.5714,0,"true"
76,8,2,13,1663,357,21.8816,837,80,11.0132,826,285,10.8684,368.143,231.52,"true"
6,4,0,3,33,14,5.5,12,6,2,21,9,3.5,80.7143,4.0303,"false"
3,0,0,2,7,6,2.33333,7,6,2.33333,0,0,0,99,33.551,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,170.143,0,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
3,0,0,1,3,1,1,3,1,1,0,0,0,247,24.2381,"false"
20,2,0,6,810,287,40.5,196,53,9.8,614,287,30.7,368.143,284.59,"true"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"true"
5,0,0,1,42,21,8.4,5,3,1,37,18,7.4,136.571,73.9796,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
7,1,0,3,312,144,44.5714,197,144,28.1429,115,75,16.4286,90.5714,30.6049,"true"
6,1,0,3,105,69,17.5,258,166,43,-153,4,-25.5,90.5714,13.0667,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,5.57143,0,"true"
2,0,1,1,50,49,25,22,21,11,28,28,14,11.7143,2.52,"false"
11,2,0,6,87,46,7.90909,121,51,11,-34,3,-3.09091,349.571,164.714,"false"
3,0,0,2,3,1,1,3,1,1,0,0,0,239.143,0.238095,"false"
23,2,1,4,792,405,34.4348,356,203,15.4783,436,202,18.9565,98.7143,25.8036,"true"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
4,2,0,2,4,1,1,4,1,1,0,0,0,251.857,17.8571,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
5,1,0,3,28,13,5.6,102,51,20.4,-74,1,-14.8,368.143,124.041,"false"
3,0,0,3,13,6,4.33333,10,5,3.33333,3,2,1,170.143,108.923,"false"
5,0,0,4,22,18,4.4,8,4,1.6,14,17,2.8,229,135.37,"false"
3,0,0,3,19,18,6.33333,13,11,4.33333,6,7,2,122.286,109.218,"false"
22,4,0,9,307,110,13.9545,286,78,13,21,82,0.954545,262.857,60.0861,"false"
37,8,0,11,393,112,10.6216,373,95,10.0811,20,65,0.54054,368.143,174.639,"true"
20,0,0,4,651,335,32.55,582,335,29.1,69,161,3.45,148.571,41.2012,"false"
8,1,0,3,8,1,1,8,1,1,0,0,0,250.143,15.6071,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,85,0,"false"
7,1,0,4,32,13,4.57143,106,51,15.1429,-74,4,-10.5714,241.714,116.821,"false"
9,2,0,3,85,26,9.44444,59,18,6.55556,26,22,2.88889,110.143,31.8992,"false"
5,0,0,5,22,11,4.4,58,49,11.6,-36,1,-7.2,349.571,176.571,"false"
3,0,0,2,44,42,14.6667,44,42,14.6667,0,0,0,90.5714,10.9903,"false"
14,1,0,4,297,210,21.2143,255,210,18.2143,42,12,3,90.5714,13.7379,"false"
8,0,0,6,239,126,29.875,76,54,9.5,163,72,20.375,202.143,160.397,"false"
3,0,1,1,16,11,5.33333,11,6,3.66667,5,5,1.66667,30,11.0536,"false"
5,1,0,2,219,206,43.8,80,68,16,139,138,27.8,60.7143,14.4279,"true"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
3,0,0,2,18,16,6,5,3,1.66667,13,15,4.33333,136.571,49.9444,"false"
2,0,1,1,4,3,2,3,2,1.5,1,1,0.5,11.7143,1.92857,"false"
11,2,0,5,174,68,15.8182,203,81,18.4545,-29,11,-2.63636,246.857,137.312,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
13,3,0,6,96,20,7.38462,51,18,3.92308,45,20,3.46154,208.429,63.8229,"true"
4,0,0,3,7,5,1.75,7,3,1.75,0,2,0,94,26.2857,"false"
2,0,0,2,2,1,1,2,1,1,0,0,0,239.143,0.142857,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,35.5714,0,"false"
2,0,0,2,9,8,4.5,6,5,3,3,3,1.5,14,6.22222,"false"
2,0,0,2,3,2,1.5,3,2,1.5,0,0,0,16,0.047619,"true"
2,0,0,2,3,2,1.5,13,12,6.5,-10,0,-5,14,4.66667,"false"
4,0,0,4,9,6,2.25,6,5,1.5,3,2,0.75,153.571,54.3492,"false"
2,0,1,1,17,16,8.5,9,8,4.5,8,8,4,11.7143,2.42017,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,29.8571,0,"false"
5,0,0,3,32,13,6.4,58,51,11.6,-26,11,-5.2,349.857,193.83,"false"
3,0,0,3,5,4,1.66667,6,4,2,-1,0,-0.333333,64,22.7429,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,14.5714,0,"true"
12,1,0,6,223,160,18.5833,318,199,26.5,-95,18,-7.91667,324.857,161.475,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,20.7143,0,"false"
4,1,0,4,618,431,154.5,343,176,85.75,275,255,68.75,264.857,23.4621,"false"
2,0,0,2,55,54,27.5,55,54,27.5,0,0,0,90.5714,11.0805,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
11,2,0,7,212,99,19.2727,132,77,12,80,23,7.27273,193.286,67.0849,"false"
6,1,0,3,54,41,9,63,41,10.5,-9,4,-1.5,90.5714,10.6905,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
3,0,0,2,65,63,21.6667,65,63,21.6667,0,0,0,90.5714,11.0857,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,194.143,0,"false"
10,0,1,3,232,65,23.2,23,10,2.3,209,62,20.9,54.8571,26.8972,"true"
3,0,0,2,3,1,1,4,2,1.33333,-1,0,-0.333333,70.1429,31.3333,"false"
10,1,0,6,43,13,4.3,36,9,3.6,7,7,0.7,180.143,43.7076,"false"
2,0,1,1,11,10,5.5,4,3,2,7,7,3.5,30,16.6234,"false"
4,1,0,3,34,28,8.5,24,17,6,10,11,2.5,66.7143,51.0588,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,62.7143,0,"false"
4,0,0,3,12,7,3,9,6,2.25,3,2,0.75,53.1429,27.3333,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.28571,0,"false"
166,35,1,14,8602,1221,51.8193,4215,499,25.3916,4387,722,26.4277,368.143,296.037,"true"
9,1,0,7,83,39,9.22222,81,61,9,2,8,0.222222,349.571,134.069,"false"
2,0,0,2,1,1,0.5,2,1,1,-1,0,-0.5,191.429,0,"false"
5,1,0,2,175,170,35,178,170,35.6,-3,0,-0.6,183.286,0.0604082,"false"
5,0,0,3,467,460,93.4,440,433,88,27,27,5.4,23.1429,3.83695,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,19.7143,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,170.143,0,"false"
5,2,0,2,83,58,16.6,68,50,13.6,15,8,3,14,9.07401,"false"
3,0,1,2,24,17,8,6,5,2,18,17,6,145,17.3571,"false"
7,0,0,3,328,313,46.8571,324,313,46.2857,4,4,0.571429,148.571,27.6943,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,205.143,0,"false"
4,0,0,2,25,16,6.25,21,13,5.25,4,12,1,136.571,36.12,"false"
5,0,0,2,92,88,18.4,150,145,30,-58,0,-11.6,66.4286,29.7003,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
2,0,0,2,2,1,1,2,1,1,0,0,0,34.8571,13.8571,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
1,1,0,1,1,1,1,1,1,1,0,0,0,191.571,0,"false"
35,5,0,9,1117,483,31.9143,375,62,10.7143,742,445,21.2,368.143,275.335,"true"
11,0,0,5,297,249,27,254,170,23.0909,43,79,3.90909,246.143,15.5748,"true"
3,0,0,2,46,43,15.3333,46,43,15.3333,0,0,0,90.5714,10.9658,"false"
20,5,0,8,301,77,15.05,241,80,12.05,60,67,3,368.143,198.82,"false"
29,5,0,8,702,192,24.2069,556,202,19.1724,146,105,5.03448,345.714,176.561,"false"
3,0,0,2,2,1,0.666667,2,1,0.666667,0,0,0,99,19.5714,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,187.286,0,"false"
18,2,0,7,99,30,5.5,162,56,9,-63,15,-3.5,368.143,109.758,"false"
4,0,0,3,92,80,23,90,79,22.5,2,1,0.5,29.8571,16.0932,"true"
19,4,0,8,234,102,12.3158,194,62,10.2105,40,94,2.10526,368.143,159.803,"false"
10,2,0,5,100,27,10,162,51,16.2,-62,9,-6.2,322.286,95.0971,"false"
9,0,0,6,47,13,5.22222,62,51,6.88889,-15,9,-1.66667,368.143,206.584,"false"
7,1,0,5,101,55,14.4286,66,51,9.42857,35,52,5,246.857,137.301,"false"
11,3,0,3,203,121,18.4545,224,121,20.3636,-21,11,-1.90909,90.5714,12.6594,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,205.143,0,"false"
3,0,0,2,103,102,34.3333,104,102,34.6667,-1,0,-0.333333,99,19.5229,"false"
2,1,0,2,2,1,1,2,1,1,0,0,0,7,2.14286,"false"
3,1,0,2,3,1,1,3,1,1,0,0,0,244.714,0.619048,"false"
36,2,0,9,1239,886,34.4167,1043,886,28.9722,196,78,5.44444,179.286,65.7761,"true"
1,0,0,1,1,1,1,1,1,1,0,0,0,29.8571,0,"false"
16,1,0,7,331,145,20.6875,216,102,13.5,115,65,7.1875,242.143,20.4074,"true"
6,0,0,2,397,167,66.1667,312,163,52,85,42,14.1667,81.8571,62.0507,"false"
6,1,0,3,87,57,14.5,61,57,10.1667,26,21,4.33333,90.5714,10.5747,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,20.7143,0,"false"
9,0,0,4,9,1,1,9,1,1,0,0,0,316.286,52.4127,"false"
6,2,0,4,38,13,6.33333,111,51,18.5,-73,1,-12.1667,368.143,99.1805,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,234.714,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
3,1,0,2,9,8,3,3,1,1,6,7,2,191.429,26.9206,"false"
18,2,0,7,79,25,4.38889,140,51,7.77778,-61,13,-3.38889,368.143,137.796,"false"
22,3,0,9,320,100,14.5455,151,51,6.86364,169,98,7.68182,368.143,239.629,"false"
8,1,0,4,167,96,20.875,115,96,14.375,52,32,6.5,121.571,66.6801,"false"
6,0,0,3,13,6,2.16667,12,5,2,1,1,0.166667,242.143,117.78,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,30,0,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
2,0,0,2,2,1,1,2,1,1,0,0,0,200.429,33.6429,"false"
24,2,0,8,256,68,10.6667,133,51,5.54167,123,67,5.125,368.143,159.17,"false"
