"numberOfVersionsUntil.","numberOfFixesUntil.","numberOfRefactoringsUntil.","numberOfAuthorsUntil.","linesAddedUntil.","maxLinesAddedUntil.","avgLinesAddedUntil.","linesRemovedUntil.","maxLinesRemovedUntil.","avgLinesRemovedUntil.","codeChurnUntil.","maxCodeChurnUntil.","avgCodeChurnUntil.","ageWithRespectTo.","weightedAgeWithRespectTo.","bugs"
157,13,0,8,2349,392,14.9618,1852,392,11.7962,497,295,3.16561,367,94.4644,"true"
45,17,0,8,1126,157,25.0222,729,306,16.2,397,148,8.82222,281.714,67.46,"false"
78,15,1,7,1262,219,16.1795,1014,246,13,248,205,3.17949,255.714,64.8228,"true"
44,10,0,7,244,31,5.54545,174,21,3.95455,70,17,1.59091,239.143,57.1985,"true"
33,5,0,5,168,74,5.09091,141,74,4.27273,27,11,0.818182,367,67.8172,"false"
25,7,0,8,1229,291,49.16,765,122,30.6,464,169,18.56,220.143,81.2442,"false"
28,6,0,6,115,34,4.10714,75,34,2.67857,40,11,1.42857,351.857,72.0658,"false"
226,71,0,10,50221,3693,222.217,44127,2958,195.252,6094,2050,26.9646,367,91.0942,"true"
15,2,0,2,120,27,8,48,20,3.2,72,26,4.8,105,60.5952,"true"
38,7,0,6,496,105,13.0526,478,105,12.5789,18,9,0.473684,367,51.4145,"false"
127,24,0,10,8666,1365,68.2362,5536,1365,43.5905,3130,546,24.6457,367,112.494,"true"
2,1,0,2,1,1,0.5,1,1,0.5,0,0,0,127,69.2857,"false"
8,0,0,1,75,24,9.375,20,12,2.5,55,19,6.875,126,5.41524,"false"
21,4,0,6,335,130,15.9524,253,130,12.0476,82,46,3.90476,333.143,71.0094,"false"
21,4,0,8,269,195,12.8095,229,194,10.9048,40,14,1.90476,325.857,146.125,"false"
25,9,0,6,119,36,4.76,103,36,4.12,16,8,0.64,325.143,87.6999,"false"
3,2,0,2,5,3,1.66667,4,3,1.33333,1,1,0.333333,111.714,13.1714,"false"
239,59,0,10,14272,3055,59.7155,13174,3055,55.1213,1098,269,4.59414,367,80.6008,"true"
54,9,0,6,525,115,9.72222,494,115,9.14815,31,21,0.574074,367,71.8171,"false"
58,13,0,7,905,215,15.6034,476,215,8.2069,429,132,7.39655,333.143,87.9662,"false"
31,8,0,7,212,105,6.83871,280,105,9.03226,-68,8,-2.19355,343,54.0222,"true"
98,26,0,13,15621,3028,159.398,12538,3026,127.939,3083,751,31.4592,294.571,138.94,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,14.7143,0,"false"
90,14,0,8,3173,548,35.2556,3015,610,33.5,158,76,1.75556,367,100.157,"false"
97,23,0,8,1990,289,20.5155,1403,289,14.4639,587,140,6.05155,367,139.257,"true"
36,5,0,5,310,59,8.61111,307,59,8.52778,3,10,0.0833333,367,68.859,"false"
3,2,0,2,24,18,8,97,87,32.3333,-73,8,-24.3333,122.714,57.3929,"false"
18,4,0,7,64,14,3.55556,33,10,1.83333,31,12,1.72222,248.571,58.0045,"true"
43,3,0,5,768,230,17.8605,467,87,10.8605,301,161,7,367,138.212,"false"
29,9,0,7,276,113,9.51724,162,113,5.58621,114,52,3.93103,333.143,71.3131,"false"
25,6,0,6,339,113,13.56,67,7,2.68,272,107,10.88,229.714,26.3936,"false"
55,6,0,8,988,192,17.9636,975,192,17.7273,13,50,0.236364,367,112.65,"true"
28,3,0,6,352,112,12.5714,113,36,4.03571,239,112,8.53571,240.857,45.5933,"false"
39,14,0,7,400,171,10.2564,255,171,6.53846,145,60,3.71795,333.143,66.5168,"false"
27,5,0,6,257,45,9.51852,114,44,4.22222,143,31,5.2963,227.571,46.5097,"true"
22,4,0,5,268,61,12.1818,99,30,4.5,169,31,7.68182,236,17.9238,"true"
95,18,0,8,845,75,8.89474,382,51,4.02105,463,61,4.87368,325.143,110.378,"false"
56,17,0,7,3556,587,63.5,4880,1041,87.1429,-1324,307,-23.6429,322.714,115.126,"true"
38,13,0,7,356,130,9.36842,214,130,5.63158,142,58,3.73684,333.143,71.937,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,12.2857,0,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,172.714,0,"false"
3,0,0,1,18,14,6,3,2,1,15,13,5,73.5714,3.79365,"false"
23,3,0,6,81,19,3.52174,81,14,3.52174,0,17,0,261.571,28.3104,"false"
35,6,0,6,179,54,5.11429,201,54,5.74286,-22,5,-0.628571,367,58.2705,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,33.8571,0,"false"
19,6,0,5,47,9,2.47368,64,9,3.36842,-17,7,-0.894737,322.714,48.6717,"false"
53,13,0,7,697,175,13.1509,418,175,7.88679,279,160,5.26415,333.143,84.9543,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,14.7143,0,"false"
28,4,0,5,105,45,3.75,103,45,3.67857,2,6,0.0714286,367,59.0014,"false"
30,4,0,5,132,55,4.4,136,55,4.53333,-4,7,-0.133333,367,50.4026,"false"
15,4,0,4,144,60,9.6,145,60,9.66667,-1,10,-0.0666667,347.857,51.7669,"false"
66,16,0,9,1416,249,21.4545,763,249,11.5606,653,147,9.89394,333.143,87.7899,"false"
11,4,0,5,27,10,2.45455,20,5,1.81818,7,5,0.636364,321.714,71.4709,"false"
2,1,0,2,1,1,0.5,1,1,0.5,0,0,0,127,69.2857,"false"
70,8,0,9,809,102,11.5571,625,102,8.92857,184,51,2.62857,367,157.035,"false"
2,0,0,2,1,1,0.5,6,6,3,-5,0,-2.5,14.5714,5,"false"
34,4,0,5,163,68,4.79412,164,68,4.82353,-1,5,-0.0294118,367,47.3216,"false"
48,12,0,9,778,144,16.2083,318,144,6.625,460,94,9.58333,333.143,90.6761,"false"
42,6,0,7,262,115,6.2381,204,115,4.85714,58,14,1.38095,270.143,138.27,"false"
24,8,0,5,1171,357,48.7917,585,217,24.375,586,306,24.4167,238.429,63.1014,"false"
21,4,0,5,157,38,7.47619,135,38,6.42857,22,7,1.04762,367,77.6069,"false"
23,6,0,6,100,35,4.34783,87,35,3.78261,13,6,0.565217,367,85.0928,"false"
92,6,0,9,1830,206,19.8913,982,146,10.6739,848,205,9.21739,248.571,85.3527,"true"
75,7,0,7,2054,181,27.3867,1763,181,23.5067,291,112,3.88,367,72.6069,"true"
15,4,0,3,163,79,10.8667,161,79,10.7333,2,8,0.133333,367,47.2287,"false"
318,166,0,10,17380,3852,54.6541,12236,2861,38.478,5144,1378,16.1761,333.143,97.7421,"true"
115,16,0,11,2006,339,17.4435,1814,339,15.7739,192,68,1.66957,367,110.401,"true"
20,4,0,6,106,37,5.3,97,32,4.85,9,27,0.45,243,94.4892,"false"
90,7,0,9,2269,335,25.2111,1645,335,18.2778,624,96,6.93333,367,143.248,"true"
3,0,0,2,16,15,5.33333,1,1,0.333333,15,15,5,112,38.3036,"false"
37,4,0,6,706,351,19.0811,739,351,19.973,-33,5,-0.891892,367,39.6908,"false"
43,6,0,7,1703,718,39.6047,1711,718,39.7907,-8,44,-0.186047,367,41.9631,"false"
16,5,0,6,60,13,3.75,43,9,2.6875,17,6,1.0625,325.143,102.576,"false"
80,11,0,6,1712,152,21.4,853,113,10.6625,859,105,10.7375,239.143,65.9057,"true"
166,72,0,11,4331,668,26.0904,2972,616,17.9036,1359,119,8.18675,333.143,147.972,"true"
16,3,0,4,144,45,9,121,29,7.5625,23,22,1.4375,236,21.5427,"false"
34,12,0,7,314,123,9.23529,179,123,5.26471,135,60,3.97059,333.143,70.7502,"false"
9,4,0,4,44,22,4.88889,39,22,4.33333,5,5,0.555556,329,44.6526,"true"
38,6,0,6,385,132,10.1316,305,132,8.02632,80,23,2.10526,367,60.177,"false"
12,4,0,5,40,11,3.33333,14,4,1.16667,26,11,2.16667,240.143,20.6786,"false"
17,3,0,4,106,23,6.23529,24,6,1.41176,82,23,4.82353,227.571,9.22237,"false"
51,9,0,7,426,143,8.35294,394,143,7.72549,32,13,0.627451,367,88.2921,"false"
35,10,0,6,336,103,9.6,306,89,8.74286,30,22,0.857143,322.714,75.7976,"false"
66,11,0,8,885,193,13.4091,823,193,12.4697,62,53,0.939394,367,125.48,"false"
6,6,0,1,10,3,1.66667,6,2,1,4,2,0.666667,168.857,94.5857,"false"
121,27,0,9,1943,305,16.0579,1245,305,10.2893,698,150,5.76859,367,146.939,"true"
6,2,0,1,98,37,16.3333,13,9,2.16667,85,37,14.1667,142,29.0831,"false"
24,6,0,5,269,100,11.2083,68,9,2.83333,201,91,8.375,229.714,9.76739,"false"
20,5,0,5,155,46,7.75,150,54,7.5,5,14,0.25,367,80.0212,"false"
31,4,0,5,148,67,4.77419,153,67,4.93548,-5,4,-0.16129,367,52.1911,"false"
66,6,0,9,2006,584,30.3939,470,105,7.12121,1536,556,23.2727,329.143,99.6814,"false"
33,4,0,7,310,87,9.39394,86,19,2.60606,224,68,6.78788,261.571,129.549,"false"
13,4,0,3,86,47,6.61538,49,13,3.76923,37,35,2.84615,136.571,12.0282,"false"
43,10,0,8,485,178,11.2791,140,46,3.25581,345,132,8.02326,320.714,153.406,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,33.8571,0,"true"
28,5,0,6,414,215,14.7857,428,215,15.2857,-14,6,-0.5,367,45.3585,"false"
49,6,0,5,416,172,8.4898,421,172,8.59184,-5,15,-0.102041,367,57.4475,"false"
14,9,0,3,45,11,3.21429,25,6,1.78571,20,9,1.42857,168.857,52.1873,"false"
71,22,0,11,877,133,12.3521,531,133,7.47887,346,48,4.87324,333.143,129.753,"false"
64,12,0,7,1384,248,21.625,1316,248,20.5625,68,44,1.0625,367,111.665,"false"
26,8,0,5,67,10,2.57692,43,9,1.65385,24,10,0.923077,322.714,76.2345,"false"
124,10,0,9,2029,568,16.3629,1496,568,12.0645,533,51,4.29839,329,99.3253,"true"
4,3,0,2,6,4,1.5,6,4,1.5,0,0,0,183.857,30.9762,"false"
64,6,0,7,714,232,11.1563,652,232,10.1875,62,39,0.96875,367,69.3741,"false"
28,4,0,5,190,60,6.78571,192,60,6.85714,-2,7,-0.0714286,367,63.3609,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,15.7143,0,"false"
49,6,0,9,726,219,14.8163,729,219,14.8776,-3,23,-0.0612245,367,72.1556,"false"
20,6,0,6,91,42,4.55,76,42,3.8,15,10,0.75,347.857,63.5369,"false"
37,6,0,6,232,64,6.27027,239,64,6.45946,-7,11,-0.189189,367,46.1823,"false"
30,3,0,5,572,138,19.0667,570,138,19,2,10,0.0666667,367,77.5457,"false"
82,11,0,9,1715,270,20.9146,1266,524,15.439,449,265,5.47561,222.857,54.4049,"false"
56,9,0,8,657,141,11.7321,398,53,7.10714,259,140,4.625,250,147.079,"true"
2,0,0,1,8,8,4,3,3,1.5,5,5,2.5,123.714,0.142857,"false"
20,6,0,7,250,94,12.5,124,60,6.2,126,43,6.3,192,152.038,"false"
13,5,0,4,95,68,7.30769,88,68,6.76923,7,5,0.538462,345.429,47.2707,"false"
46,14,0,8,470,124,10.2174,229,124,4.97826,241,93,5.23913,333.143,134.24,"false"
5,3,0,1,23,15,4.6,16,9,3.2,7,6,1.4,168.857,84.6584,"false"
46,18,0,7,127,25,2.76087,132,25,2.86957,-5,18,-0.108696,181.429,33.0315,"false"
8,6,0,2,46,29,5.75,12,7,1.5,34,22,4.25,126.571,67.1366,"false"
52,5,0,7,690,175,13.2692,711,175,13.6731,-21,40,-0.403846,367,68.7714,"false"
6,0,0,2,17,9,2.83333,8,6,1.33333,9,9,1.5,140.143,2.19328,"false"
108,30,0,11,1416,164,13.1111,970,164,8.98148,446,83,4.12963,333.143,159.011,"false"
123,13,0,9,2597,393,21.1138,2389,393,19.4228,208,66,1.69106,367,130.377,"true"
51,7,0,6,437,149,8.56863,352,149,6.90196,85,20,1.66667,367,65.764,"false"
60,8,0,10,979,413,16.3167,808,413,13.4667,171,39,2.85,333,66.5053,"true"
12,4,0,6,71,49,5.91667,69,54,5.75,2,7,0.166667,243,46.3501,"true"
61,18,0,7,601,116,9.85246,498,116,8.16393,103,28,1.68852,367,95.2008,"false"
21,4,0,8,290,107,13.8095,51,15,2.42857,239,107,11.381,228.429,14.2847,"false"
95,11,0,8,2048,311,21.5579,1923,311,20.2421,125,28,1.31579,367,88.3375,"true"
14,2,0,6,51,12,3.64286,26,11,1.85714,25,11,1.78571,216.571,75.3782,"true"
63,23,0,10,2035,467,32.3016,1133,467,17.9841,902,139,14.3175,333.143,107.323,"false"
12,10,0,2,139,38,11.5833,130,77,10.8333,9,16,0.75,126.571,41.1747,"false"
2,1,0,2,1,1,0.5,1,1,0.5,0,0,0,33.8571,30.8571,"false"
25,4,0,5,421,100,16.84,300,69,12,121,60,4.84,367,106.91,"false"
40,4,0,8,373,105,9.325,329,105,8.225,44,14,1.1,329,68.1264,"false"
2,1,0,2,1,1,0.5,1,1,0.5,0,0,0,127,69.2857,"false"
28,4,0,7,178,58,6.35714,175,58,6.25,3,8,0.107143,329,38.0385,"false"
144,9,0,10,3312,537,23,1949,361,13.5347,1363,176,9.46528,367,227.626,"true"
34,4,0,5,233,54,6.85294,240,54,7.05882,-7,6,-0.205882,367,77.8087,"false"
69,10,0,7,823,171,11.9275,442,171,6.4058,381,145,5.52174,359.857,56.821,"true"
100,5,0,7,4966,645,49.66,5428,645,54.28,-462,55,-4.62,367,46.5549,"true"
3,0,0,2,6,5,2,8,7,2.66667,-2,0,-0.666667,89,22.9524,"false"
28,4,0,5,136,50,4.85714,134,50,4.78571,2,6,0.0714286,367,53.2805,"false"
26,5,0,4,332,39,12.7692,131,39,5.03846,201,39,7.73077,175.714,23.7431,"false"
25,5,0,7,64,13,2.56,53,8,2.12,11,13,0.44,239.143,70.4911,"false"
56,7,0,8,647,174,11.5536,567,174,10.125,80,30,1.42857,367,86.2279,"true"
6,2,0,3,42,22,7,25,9,4.16667,17,17,2.83333,169.143,25.6633,"false"
46,8,0,6,1599,712,34.7609,1693,825,36.8043,-94,80,-2.04348,367,40.0115,"false"
11,2,0,3,44,16,4,35,11,3.18182,9,5,0.818182,177.143,23.7045,"false"
11,4,0,4,42,9,3.81818,42,9,3.81818,0,0,0,322.714,36.2279,"false"
23,7,0,8,214,99,9.30435,133,99,5.78261,81,21,3.52174,332,76.0494,"false"
21,5,0,5,120,58,5.71429,122,58,5.80952,-2,6,-0.0952381,367,63.0702,"false"
30,4,0,5,243,71,8.1,236,71,7.86667,7,6,0.233333,367,47.4062,"false"
60,4,0,8,890,212,14.8333,769,281,12.8167,121,131,2.01667,249.143,32.1392,"false"
9,4,0,6,49,11,5.44444,31,10,3.44444,18,9,2,220.143,38.5423,"false"
6,0,0,3,302,143,50.3333,287,143,47.8333,15,143,2.5,84.5714,23.6272,"false"
68,11,0,9,2381,402,35.0147,1288,141,18.9412,1093,361,16.0735,220.143,35.9899,"true"
84,9,0,7,1444,249,17.1905,1425,249,16.9643,19,15,0.22619,367,110.897,"true"
17,3,0,4,106,23,6.23529,24,6,1.41176,82,23,4.82353,227.571,9.22237,"false"
15,4,0,5,55,10,3.66667,68,18,4.53333,-13,4,-0.866667,322.714,65.2597,"false"
69,6,0,8,922,282,13.3623,747,282,10.8261,175,38,2.53623,329,47.0913,"false"
39,7,0,6,734,162,18.8205,232,58,5.94872,502,162,12.8718,239.571,14.6339,"false"
9,9,0,1,141,54,15.6667,37,18,4.11111,104,50,11.5556,168.857,122.691,"false"
16,3,0,6,51,11,3.1875,46,9,2.875,5,10,0.3125,261.571,25.8964,"false"
144,10,0,9,3524,763,24.4722,2994,763,20.7917,530,86,3.68056,367,134.697,"false"
6,3,0,2,58,22,9.66667,21,14,3.5,37,17,6.16667,140.143,27.7192,"true"
39,5,0,6,533,147,13.6667,455,147,11.6667,78,35,2,367,47.9743,"false"
85,13,0,9,1168,274,13.7412,526,106,6.18824,642,274,7.55294,240.857,56.7549,"true"
75,9,0,9,2010,555,26.8,2774,1321,36.9867,-764,39,-10.1867,367,40.6723,"false"
14,4,0,6,92,64,6.57143,94,70,6.71429,-2,3,-0.142857,270.143,132.286,"false"
49,5,0,7,895,78,18.2653,895,78,18.2653,0,8,0,367,42.2337,"false"
173,9,0,9,2305,458,13.3237,1752,458,10.1272,553,72,3.19653,367,96.9238,"false"
8,2,0,3,305,162,38.125,13,11,1.625,292,162,36.5,228.857,56.919,"false"
16,5,0,6,69,15,4.3125,36,7,2.25,33,14,2.0625,252.857,97.1739,"false"
128,12,0,9,5536,1358,43.25,3522,1358,27.5156,2014,449,15.7344,367,164.919,"true"
34,6,0,7,370,141,10.8824,366,141,10.7647,4,5,0.117647,367,42.3432,"false"
83,8,0,7,2960,450,35.6627,3359,450,40.4699,-399,58,-4.80723,367,36.1602,"true"
69,9,0,7,1470,235,21.3043,1179,235,17.087,291,62,4.21739,367,131.242,"true"
8,5,0,3,17,6,2.125,20,9,2.5,-3,4,-0.375,184.571,104.076,"false"
33,5,0,5,291,81,8.81818,279,81,8.45454,12,20,0.363636,367,56.6794,"false"
15,4,0,7,101,54,6.73333,96,54,6.4,5,5,0.333333,329,55.1117,"false"
4,3,0,2,6,4,1.5,6,4,1.5,0,0,0,184.571,31.7143,"false"
49,5,0,7,334,51,6.81633,269,51,5.4898,65,23,1.32653,367,98.6069,"false"
74,8,0,5,4391,1328,59.3378,4465,1328,60.3378,-74,34,-1,367,52.6632,"false"
15,5,0,7,87,39,5.8,70,39,4.66667,17,10,1.13333,329,61.9277,"false"
4,0,0,1,25,16,6.25,14,12,3.5,11,14,2.75,140.143,1.84571,"false"
48,7,0,7,8887,1598,185.146,9187,1854,191.396,-300,6,-6.25,367,50.8267,"false"
9,2,0,3,55,20,6.11111,55,46,6.11111,0,20,0,190.714,21.1013,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,14.7143,0,"false"
45,13,0,9,583,204,12.9556,349,204,7.75556,234,94,5.2,333.143,75.7047,"false"
94,6,0,8,2095,542,22.2872,2143,579,22.7979,-48,124,-0.510638,367,102.386,"true"
40,5,0,9,337,49,8.425,129,36,3.225,208,49,5.2,239.143,61.4837,"false"
94,5,0,9,1177,151,12.5213,992,151,10.5532,185,87,1.96809,329,108.524,"true"
105,17,0,9,3845,308,36.619,2468,312,23.5048,1377,167,13.1143,230.143,50.3423,"true"
6,2,0,3,26,7,4.33333,16,5,2.66667,10,6,1.66667,175,23.9945,"false"
46,5,0,8,748,166,16.2609,386,43,8.3913,362,129,7.86956,234.571,30.6146,"true"
8,0,0,1,131,60,16.375,59,25,7.375,72,58,9,16,1.72737,"true"
28,9,0,7,287,113,10.25,155,113,5.53571,132,61,4.71429,333.143,73.4545,"false"
132,50,0,7,6668,923,50.5151,4784,808,36.2424,1884,433,14.2727,322.714,132.977,"true"
6,2,0,2,67,28,11.1667,26,15,4.33333,41,21,6.83333,178.143,48.6098,"false"
41,4,0,7,209,39,5.09756,171,39,4.17073,38,14,0.926829,367,110.032,"false"
24,10,0,8,256,43,10.6667,166,26,6.91667,90,18,3.75,230.571,14.5619,"false"
27,4,0,6,329,85,12.1852,222,85,8.22222,107,24,3.96296,367,81.0729,"false"
469,31,0,12,14901,2162,31.7719,12570,2162,26.8017,2331,334,4.97015,367,90.5064,"true"
56,3,0,7,1017,186,18.1607,918,186,16.3929,99,37,1.76786,367,92.2651,"true"
84,7,0,9,1376,249,16.381,989,200,11.7738,387,237,4.60714,248.571,63.8602,"true"
55,11,0,6,2135,325,38.8182,1973,325,35.8727,162,84,2.94545,367,56.5857,"false"
39,14,0,7,487,173,12.4872,297,173,7.61538,190,74,4.87179,333.143,72.7413,"false"
16,3,0,5,50,9,3.125,21,4,1.3125,29,8,1.8125,239.143,32.7971,"false"
40,6,0,7,385,115,9.625,339,115,8.475,46,24,1.15,367,93.5184,"false"
73,8,0,7,1847,572,25.3014,2129,651,29.1644,-282,19,-3.86301,367,45.9869,"false"
2,1,0,2,5,5,2.5,5,5,2.5,0,0,0,177.143,4.28571,"true"
14,5,0,4,62,14,4.42857,28,5,2,34,13,2.42857,159.857,46.9885,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,33.8571,0,"false"
35,8,0,7,514,124,14.6857,235,124,6.71429,279,76,7.97143,333.143,85.9722,"false"
7,6,0,1,29,20,4.14286,47,36,6.71429,-18,1,-2.57143,168.857,58.7685,"false"
3,1,0,3,21,20,7,13,12,4.33333,8,8,2.66667,122.857,4.41497,"false"
41,5,0,8,172,20,4.19512,155,32,3.78049,17,8,0.414634,326.857,87.7741,"false"
176,15,0,10,4315,737,24.517,3181,737,18.0739,1134,101,6.44318,367,115.47,"true"
32,5,0,7,133,45,4.15625,129,45,4.03125,4,6,0.125,367,58.1525,"false"
6,1,0,3,28,21,4.66667,9,4,1.5,19,17,3.16667,122.143,16.6276,"false"
7,4,0,4,9,4,1.28571,9,4,1.28571,0,0,0,248.571,67.7302,"false"
25,4,0,5,234,57,9.36,150,36,6,84,35,3.36,367,159.93,"true"
56,6,0,9,1101,362,19.6607,1125,362,20.0893,-24,20,-0.428571,367,74.7192,"false"
9,6,0,4,24,7,2.66667,7,2,0.777778,17,7,1.88889,127,71.7738,"false"
20,4,0,5,99,44,4.95,142,44,7.1,-43,2,-2.15,367,60.1457,"false"
10,3,0,4,21,5,2.1,18,5,1.8,3,3,0.3,191.571,37.898,"true"
43,4,0,7,771,322,17.9302,802,328,18.6512,-31,21,-0.72093,367,56.2944,"false"
12,5,0,4,61,17,5.08333,33,7,2.75,28,10,2.33333,217,113.841,"false"
62,12,0,6,797,160,12.8548,671,160,10.8226,126,31,2.03226,367,94.6232,"false"
31,4,0,6,352,77,11.3548,146,64,4.70968,206,53,6.64516,227.571,84.1364,"true"
49,8,0,10,322,37,6.57143,242,42,4.93878,80,30,1.63265,239.143,56.287,"false"
35,4,0,7,613,171,17.5143,566,164,16.1714,47,28,1.34286,367,87.2589,"false"
29,6,0,6,653,170,22.5172,87,16,3,566,170,19.5172,237.714,11.3424,"false"
6,3,0,3,142,68,23.6667,6,4,1,136,68,22.6667,222.857,10.6881,"false"
15,6,0,4,133,34,8.86667,101,39,6.73333,32,20,2.13333,217,158.364,"false"
210,49,0,11,9587,1441,45.6524,7432,1441,35.3905,2155,359,10.2619,333.143,95.3919,"false"
11,2,0,3,416,224,37.8182,166,99,15.0909,250,180,22.7273,86.7143,10.285,"false"
5,1,0,2,14,6,2.8,9,5,1.8,5,6,1,183.571,67.2551,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,28.5714,0,"false"
34,8,0,6,426,140,12.5294,418,157,12.2941,8,22,0.235294,367,95.1472,"false"
31,4,0,7,242,95,7.80645,239,95,7.70968,3,9,0.0967742,367,53.6429,"false"
73,15,0,8,490,95,6.71233,446,95,6.10959,44,19,0.60274,367,97.614,"false"
45,10,0,8,411,146,9.13333,230,146,5.11111,181,61,4.02222,333.143,65.2517,"false"
22,4,0,5,407,195,18.5,414,195,18.8182,-7,21,-0.318182,367,40.1183,"false"
6,2,0,3,12,7,2,12,7,2,0,0,0,246.714,64.8452,"false"
2,0,0,1,0,0,0,0,0,0,0,0,0,162.429,0,"false"
41,1,0,6,324,37,7.90244,695,254,16.9512,-371,28,-9.04878,258.143,47.142,"true"
10,3,0,5,148,64,14.8,16,4,1.6,132,64,13.2,240.857,6.00676,"false"
6,0,0,2,12,5,2,4,1,0.666667,8,5,1.33333,125,50.0357,"false"
183,14,0,10,6101,979,33.3388,5117,928,27.9617,984,171,5.37705,367,118.906,"false"
41,6,0,5,4660,487,113.659,4669,508,113.878,-9,296,-0.219512,367,16.8509,"false"
17,4,0,6,58,21,3.41176,54,21,3.17647,4,6,0.235294,367,98.3818,"false"
41,9,0,6,190,38,4.63415,207,38,5.04878,-17,4,-0.414634,367,103.091,"false"
6,2,0,4,48,25,8,22,15,3.66667,26,16,4.33333,205.857,51.9851,"false"
16,4,0,4,42,17,2.625,38,17,2.375,4,4,0.25,367,85.6224,"false"
36,13,0,7,474,172,13.1667,288,172,8,186,72,5.16667,333.143,72.5286,"false"
24,5,0,7,65,11,2.70833,65,8,2.70833,0,6,0,321.143,89.8725,"false"
10,3,0,3,51,22,5.1,29,9,2.9,22,22,2.2,322.714,97.6667,"false"
10,5,0,4,124,76,12.4,34,18,3.4,90,58,9,122.714,90.1463,"true"
6,2,0,3,27,7,4.5,16,5,2.66667,11,7,1.83333,175,25.328,"false"
11,4,0,5,23,9,2.09091,16,4,1.45455,7,7,0.636364,248.143,154.36,"false"
3,0,0,2,13,12,4.33333,2,1,0.666667,11,11,3.66667,14.7143,8.92308,"false"
16,3,0,5,50,9,3.125,21,4,1.3125,29,8,1.8125,239.143,32.7971,"false"
19,3,0,5,260,79,13.6842,44,9,2.31579,216,79,11.3684,240.857,35.0055,"false"
6,3,0,3,28,11,4.66667,6,4,1,22,11,3.66667,183.571,23.3571,"false"
29,5,0,5,139,57,4.7931,140,57,4.82759,-1,7,-0.0344828,367,49.4584,"false"
37,4,0,7,487,240,13.1622,445,240,12.027,42,43,1.13514,329,46.494,"false"
4,4,0,1,3,1,0.75,3,1,0.75,0,0,0,168.857,55.3809,"false"
6,1,0,2,233,219,38.8333,261,248,43.5,-28,1,-4.66667,117.857,6.16432,"false"
37,4,0,6,315,76,8.51351,362,92,9.78378,-47,11,-1.27027,367,60.6934,"true"
50,8,0,9,533,143,10.66,453,143,9.06,80,56,1.6,367,98.5864,"true"
7,4,0,3,144,68,20.5714,8,4,1.14286,136,68,19.4286,222.857,10.5605,"false"
7,1,0,5,431,206,61.5714,9,6,1.28571,422,206,60.2857,142.571,1.4183,"false"
141,19,0,10,4684,670,33.2199,4720,670,33.4752,-36,219,-0.255319,367,84.7565,"true"
30,4,0,4,148,48,4.93333,146,48,4.86667,2,5,0.0666667,367,52.1207,"false"
42,5,0,9,255,41,6.07143,177,41,4.21429,78,10,1.85714,367,128.515,"false"
42,13,0,7,501,172,11.9286,295,172,7.02381,206,74,4.90476,333.143,72.5395,"false"
5,2,0,2,52,29,10.4,28,23,5.6,24,10,4.8,103.857,15.8049,"false"
32,4,0,6,379,151,11.8438,385,151,12.0313,-6,17,-0.1875,367,63.5756,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,14.7143,0,"false"
14,4,0,6,35,10,2.5,15,4,1.07143,20,10,1.42857,300,78.1429,"false"
86,10,0,7,1544,671,17.9535,1920,671,22.3256,-376,28,-4.37209,367,85.1222,"false"
413,18,0,11,36511,2702,88.4044,25887,2702,62.6804,10624,868,25.724,367,119.439,"true"
139,18,0,7,4053,618,29.1583,3545,558,25.5036,508,92,3.65468,367,129.03,"true"
90,4,0,8,1635,276,18.1667,836,153,9.28889,799,204,8.87778,217.857,46.7696,"false"
51,11,0,7,687,119,13.4706,309,119,6.05882,378,104,7.41176,333.143,87.2758,"false"
22,4,0,5,203,66,9.22727,173,66,7.86364,30,32,1.36364,367,103.087,"false"
181,11,0,10,3670,599,20.2762,2841,599,15.6961,829,180,4.58011,367,146.225,"true"
42,15,0,7,855,407,20.3571,606,407,14.4286,249,116,5.92857,333.143,61.1658,"false"
6,0,0,2,26,15,4.33333,2,1,0.333333,24,14,4,140.143,5.91758,"false"
28,3,0,7,253,92,9.03571,253,92,9.03571,0,9,0,367,44.2716,"false"
2,1,0,2,1,1,0.5,1,1,0.5,0,0,0,127,69.2857,"false"
252,142,0,8,7409,1496,29.4008,5091,428,20.2024,2318,1296,9.19841,261.571,48.5992,"true"
9,5,0,4,153,72,17,9,4,1,144,72,16,222.857,11.4613,"false"
58,9,0,7,549,125,9.46552,519,125,8.94828,30,29,0.517241,367,88.0458,"false"
23,4,0,5,464,123,20.1739,52,12,2.26087,412,123,17.913,226,3.29433,"false"
21,7,0,5,103,37,4.90476,24,4,1.14286,79,37,3.7619,229.714,16.3523,"false"
9,3,0,5,19,5,2.11111,15,5,1.66667,4,2,0.444444,233,33.4662,"false"
