"numberOfVersionsUntil.","numberOfFixesUntil.","numberOfRefactoringsUntil.","numberOfAuthorsUntil.","linesAddedUntil.","maxLinesAddedUntil.","avgLinesAddedUntil.","linesRemovedUntil.","maxLinesRemovedUntil.","avgLinesRemovedUntil.","codeChurnUntil.","maxCodeChurnUntil.","avgCodeChurnUntil.","ageWithRespectTo.","weightedAgeWithRespectTo.","bugs"
11,0,0,5,48,24,4.36364,58,22,5.27273,-10,22,-0.909091,194.143,102.824,"false"
18,1,0,7,449,167,24.9444,393,156,21.8333,56,15,3.11111,335.286,130.322,"true"
5,0,2,2,32,20,6.4,83,74,16.6,-51,3,-10.2,79.8571,33.1875,"false"
13,2,0,8,86,44,6.61538,74,43,5.69231,12,6,0.923077,335.286,232.954,"false"
21,1,0,6,267,73,12.7143,345,209,16.4286,-78,32,-3.71429,240.714,56.2836,"true"
3,0,0,2,4,4,1.33333,0,0,0,4,4,1.33333,381,0.571429,"false"
3,0,1,3,22,19,7.33333,6,5,2,16,18,5.33333,83,7.77273,"false"
14,2,0,6,176,72,12.5714,127,72,9.07143,49,72,3.5,333.143,68.6713,"false"
2,0,0,2,2,2,1,6,6,3,-4,0,-2,111.714,77.5714,"true"
2,0,0,2,10,10,5,16,16,8,-6,0,-3,55.1429,21,"true"
23,2,0,4,770,219,33.4783,348,263,15.1304,422,219,18.3478,128.429,66.7935,"false"
6,0,1,4,37,31,6.16667,36,33,6,1,3,0.166667,95.5714,53.0772,"false"
15,0,0,4,440,111,29.3333,86,25,5.73333,354,110,23.6,151.143,62.825,"false"
51,1,0,8,886,239,17.3725,677,275,13.2745,209,59,4.09804,307,160.78,"false"
17,0,0,6,476,213,28,466,298,27.4118,10,189,0.588235,257.429,51.6633,"false"
7,0,0,4,110,56,15.7143,6,4,0.857143,104,56,14.8571,92.5714,6.81558,"false"
42,1,0,8,666,179,15.8571,454,123,10.8095,212,66,5.04762,331.714,147.961,"false"
4,0,1,1,21,17,5.25,26,24,6.5,-5,2,-1.25,79.8571,37.9456,"false"
4,0,0,3,11,10,2.75,22,19,5.5,-11,0,-2.75,130,92.974,"false"
20,2,0,8,243,86,12.15,318,112,15.9,-75,14,-3.75,299.429,178.855,"false"
5,0,1,3,33,17,6.6,31,26,6.2,2,14,0.4,95.5714,37.0693,"false"
10,1,0,4,327,106,32.7,53,40,5.3,274,106,27.4,122.429,12.1857,"true"
2,0,0,2,1,1,0.5,1,1,0.5,0,0,0,128.143,92,"false"
5,1,1,4,15,10,3,7,5,1.4,8,10,1.6,150.429,43.819,"false"
3,0,0,2,32,28,10.6667,35,31,11.6667,-3,0,-1,104.857,63.4107,"false"
3,0,0,1,80,79,26.6667,109,108,36.3333,-29,0,-9.66667,83.8571,49.1643,"false"
43,4,0,9,760,332,17.6744,864,385,20.093,-104,66,-2.4186,335.286,91.8015,"false"
18,1,0,6,223,141,12.3889,172,69,9.55556,51,72,2.83333,287.857,93.8065,"false"
4,0,0,2,67,32,16.75,4,4,1,63,32,15.75,151,5.34755,"false"
10,0,0,4,214,77,21.4,33,20,3.3,181,77,18.1,140,28.3264,"true"
7,0,0,3,62,34,8.85714,16,6,2.28571,46,33,6.57143,128.143,110.7,"true"
7,0,0,3,85,41,12.1429,68,30,9.71429,17,11,2.42857,106,30.2353,"true"
2,0,0,2,8,8,4,21,21,10.5,-13,0,-6.5,58,23.8571,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,"false"
15,1,0,6,48,10,3.2,38,8,2.53333,10,10,0.666667,228,79.1696,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,"false"
26,1,0,5,168,29,6.46154,120,49,4.61538,48,15,1.84615,190.143,66.2338,"true"
17,0,0,6,195,49,11.4706,117,31,6.88235,78,36,4.58824,241.714,62.1326,"false"
8,0,0,3,20,10,2.5,107,93,13.375,-87,10,-10.875,239,75.6929,"true"
20,1,0,7,110,38,5.5,100,39,5,10,10,0.5,335.286,79.8883,"false"
39,0,0,6,1217,223,31.2051,657,118,16.8462,560,220,14.359,187.857,61.2122,"true"
2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,77.4286,5.85714,"false"
2,0,0,2,4,4,2,4,4,2,0,0,0,72.4286,36.2857,"false"
2,0,0,2,1,1,0.5,1,1,0.5,0,0,0,56.4286,20.2857,"false"
3,0,1,1,22,12,7.33333,12,12,4,10,10,3.33333,45.8571,7.75325,"false"
3,0,0,1,12,9,4,11,10,3.66667,1,2,0.333333,49.4286,10.5,"false"
4,0,0,3,6,4,1.5,9,7,2.25,-3,0,-0.75,147.571,83.0476,"false"
4,0,0,2,5,4,1.25,1,1,0.25,4,4,1,381,3.25714,"false"
23,7,1,4,94,24,4.08696,51,18,2.21739,43,11,1.86957,133.571,32.6565,"true"
4,2,1,2,11,10,2.75,5,4,1.25,6,10,1.5,130.857,11.9091,"false"
10,0,0,4,455,212,45.5,89,46,8.9,366,212,36.6,61.1429,3.5551,"false"
61,2,1,9,508,54,8.32787,506,82,8.29508,2,40,0.0327869,335.286,120.229,"false"
46,0,0,7,428,50,9.30435,302,72,6.56522,126,41,2.73913,275.429,80.5377,"false"
8,0,0,4,23,10,2.875,25,10,3.125,-2,4,-0.25,227.429,19.646,"false"
5,0,0,3,6,3,1.2,12,6,2.4,-6,0,-1.2,183.857,116.833,"false"
6,2,1,3,20,10,3.33333,28,18,4.66667,-8,7,-1.33333,128.286,28.5714,"false"
4,0,0,3,10,7,2.5,19,17,4.75,-9,1,-2.25,144.857,95.1714,"false"
10,0,0,3,170,74,17,60,43,6,110,74,11,154.857,9.96639,"false"
2,0,0,2,32,32,16,32,32,16,0,0,0,151.143,117,"false"
22,1,0,8,340,93,15.4545,171,28,7.77273,169,67,7.68182,335.286,182.176,"false"
4,0,0,3,69,61,17.25,12,8,3,57,58,14.25,102,31.0745,"true"
9,0,0,4,542,252,60.2222,98,51,10.8889,444,252,49.3333,61.1429,3.74275,"false"
8,0,0,3,67,21,8.375,30,14,3.75,37,18,4.625,157.286,16.2964,"false"
9,0,0,5,23,10,2.55556,34,9,3.77778,-11,8,-1.22222,188.286,104.404,"false"
104,3,0,10,1965,290,18.8942,1258,164,12.0962,707,250,6.79808,335.286,166.53,"true"
12,0,2,4,139,42,11.5833,96,49,8,43,32,3.58333,158.143,49.7225,"false"
13,2,0,4,145,48,11.1538,53,30,4.07692,92,48,7.07692,151.143,28.4443,"false"
13,0,0,5,55,33,4.23077,99,58,7.61538,-44,1,-3.38462,133.571,75.4987,"false"
3,0,0,1,11,10,3.66667,1,1,0.333333,10,10,3.33333,144.429,17.3896,"false"
7,0,0,3,74,33,10.5714,37,20,5.28571,37,27,5.28571,71.5714,39.6236,"true"
25,2,0,6,264,82,10.56,259,65,10.36,5,23,0.2,335.286,92.7451,"false"
6,0,0,3,231,99,38.5,41,27,6.83333,190,99,31.6667,61.1429,3.54174,"false"
133,4,0,9,3644,368,27.3985,3241,617,24.3684,403,148,3.03008,335.286,151.622,"true"
17,1,0,6,129,30,7.58824,54,28,3.17647,75,28,4.41176,227.429,71.0277,"false"
17,1,0,4,481,182,28.2941,106,64,6.23529,375,182,22.0588,156.429,21.0582,"true"
2,0,0,1,5,5,2.5,7,7,3.5,-2,0,-1,33.4286,1.14286,"false"
3,0,0,2,17,9,5.66667,32,22,10.6667,-15,0,-5,98,48.3529,"false"
6,0,0,4,38,30,6.33333,80,70,13.3333,-42,0,-7,335.286,180.481,"false"
33,1,0,8,325,38,9.84848,346,75,10.4848,-21,36,-0.636364,227.429,80.1776,"false"
23,1,0,7,252,100,10.9565,248,75,10.7826,4,58,0.173913,335.286,131.959,"false"
14,1,0,4,266,185,19,95,36,6.78571,171,157,12.2143,190.857,136.083,"false"
14,1,0,6,83,17,5.92857,44,6,3.14286,39,12,2.78571,335.286,190.706,"false"
14,1,0,9,97,41,6.92857,95,44,6.78571,2,6,0.142857,335.286,217.811,"false"
4,0,0,2,49,46,12.25,57,54,14.25,-8,0,-2,151.143,113.484,"false"
16,2,0,3,175,49,10.9375,161,50,10.0625,14,24,0.875,158.286,46.9641,"false"
4,0,0,3,20,10,5,10,9,2.5,10,10,2.5,144.286,58.15,"false"
3,1,0,2,9,8,3,10,9,3.33333,-1,0,-0.333333,110.857,68.2857,"false"
6,0,0,3,46,19,7.66667,33,19,5.5,13,11,2.16667,183.857,70.1087,"false"
17,1,0,4,459,117,27,254,97,14.9412,205,117,12.0588,151.143,23.3249,"false"
8,0,0,4,8,2,1,209,102,26.125,-201,1,-25.125,154.429,82.8214,"false"
15,1,1,3,701,203,46.7333,255,126,17,446,203,29.7333,114,15.2189,"true"
11,0,0,3,88,56,8,52,23,4.72727,36,48,3.27273,110.143,17.7208,"false"
9,0,0,2,541,418,60.1111,301,143,33.4444,240,354,26.6667,97.4286,14.2345,"false"
6,0,0,1,79,40,13.1667,63,32,10.5,16,26,2.66667,49.4286,15.0362,"false"
10,0,2,3,391,176,39.1,49,29,4.9,342,176,34.2,107,7.31129,"false"
2,0,0,2,0,0,0,0,0,0,0,0,0,150.857,0,"false"
8,1,0,5,90,47,11.25,55,27,6.875,35,47,4.375,106.286,29.1524,"false"
8,0,0,2,498,358,62.25,518,358,64.75,-20,358,-2.5,59.2857,2.76822,"false"
7,0,1,3,106,49,15.1429,131,84,18.7143,-25,19,-3.57143,108.143,47.5148,"false"
17,0,0,4,308,98,18.1176,67,22,3.94118,241,98,14.1765,154.857,14.3302,"false"
13,0,1,5,106,40,8.15385,80,25,6.15385,26,39,2,191.143,22.1887,"false"
20,0,0,4,117,30,5.85,86,41,4.3,31,14,1.55,224.286,79.1001,"false"
4,0,0,2,66,32,16.5,2,2,0.5,64,32,16,151,3.68831,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,"false"
20,1,0,6,272,75,13.6,182,70,9.1,90,43,4.5,335.286,130.877,"false"
16,1,0,7,107,36,6.6875,137,40,8.5625,-30,31,-1.875,328.571,101.621,"false"
60,1,0,8,877,130,14.6167,790,138,13.1667,87,63,1.45,227.429,90.7566,"false"
6,1,1,3,145,84,24.1667,122,90,20.3333,23,19,3.83333,72.7143,32.3054,"true"
5,1,0,3,35,22,7,24,22,4.8,11,10,2.2,136.286,65.7102,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,9.28571,0,"false"
12,0,0,3,177,59,14.75,159,104,13.25,18,44,1.5,135,40.6538,"false"
18,1,0,5,469,168,26.0556,101,16,5.61111,368,168,20.4444,151.143,19.3119,"false"
9,0,0,2,268,126,29.7778,327,126,36.3333,-59,126,-6.55556,59.2857,2.71109,"false"
14,0,1,4,224,109,16,279,114,19.9286,-55,10,-3.92857,132.286,74.2283,"true"
2,0,0,2,21,21,10.5,26,26,13,-5,0,-2.5,56.1429,22,"true"
10,0,0,3,135,87,13.5,133,87,13.3,2,87,0.2,92.7143,11.7185,"false"
18,1,0,8,156,41,8.66667,141,48,7.83333,15,18,0.833333,335.286,194.463,"false"
14,2,0,4,248,110,17.7143,150,77,10.7143,98,33,7,144.286,27.0668,"false"
9,0,0,2,184,160,20.4444,249,160,27.6667,-65,160,-7.22222,59.2857,0.541925,"false"
14,0,0,3,119,41,8.5,91,55,6.5,28,15,2,138.429,43.2557,"true"
13,1,0,7,91,22,7,72,21,5.53846,19,12,1.46154,335.286,138.545,"false"
37,1,0,9,415,64,11.2162,206,52,5.56757,209,47,5.64865,300,159.309,"true"
6,0,1,2,65,22,10.8333,57,29,9.5,8,16,1.33333,108.143,43.8527,"false"
19,0,1,4,209,43,11,130,51,6.84211,79,40,4.15789,104.429,37.4655,"true"
68,2,0,8,1072,168,15.7647,1514,501,22.2647,-442,100,-6.5,335.286,95.6461,"true"
29,1,0,6,501,133,17.2759,386,178,13.3103,115,26,3.96552,144,58.3305,"false"
6,0,0,4,17,10,2.83333,7,3,1.16667,10,10,1.66667,201.286,45.0252,"false"
6,0,0,3,491,225,81.8333,36,27,6,455,225,75.8333,151.143,9.49287,"false"
18,1,0,7,150,49,8.33333,92,54,5.11111,58,42,3.22222,295,74.8924,"false"
4,0,0,3,29,18,7.25,35,19,8.75,-6,0,-1.5,111,48.1281,"false"
13,0,0,3,274,153,21.0769,168,109,12.9231,106,125,8.15385,112,31.1548,"false"
2,0,0,2,1,1,0.5,2,2,1,-1,0,-0.5,69,32.8571,"false"
9,0,0,6,49,14,5.44444,30,9,3.33333,19,10,2.11111,227.429,88.0379,"false"
28,2,0,7,422,116,15.0714,289,96,10.3214,133,33,4.75,335.286,167.299,"false"
3,0,0,2,45,38,15,15,14,5,30,37,10,128.143,64.1333,"false"
2,0,0,2,24,24,12,25,25,12.5,-1,0,-0.5,55.1429,21,"false"
6,0,0,2,17,9,2.83333,17,9,2.83333,0,1,0,104.857,40.4622,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,"false"
5,0,0,2,212,76,42.4,40,31,8,172,76,34.4,148.429,16.8288,"false"
7,0,0,1,43,11,6.14286,20,12,2.85714,23,11,3.28571,52.4286,18.3954,"false"
5,0,0,3,27,17,5.4,24,22,4.8,3,8,0.6,102,44.6085,"false"
9,1,0,5,71,49,7.88889,71,60,7.88889,0,10,0,227.429,145.65,"false"
3,0,0,2,4,4,1.33333,0,0,0,4,4,1.33333,381,0.571429,"false"
33,0,0,7,377,136,11.4242,256,76,7.75758,121,60,3.66667,227.429,96.3914,"false"
6,1,0,4,26,10,4.33333,13,5,2.16667,13,10,2.16667,197.429,51.2363,"false"
7,0,0,4,287,100,41,24,15,3.42857,263,100,37.5714,140,35.4629,"true"
14,1,0,6,96,33,6.85714,114,46,8.14286,-18,10,-1.28571,335.286,79.6012,"false"
7,0,0,2,162,139,23.1429,163,139,23.2857,-1,139,-0.142857,58.4286,1.7866,"false"
33,0,0,2,1008,227,30.5455,487,150,14.7576,521,189,15.7879,49.4286,12.8822,"true"
9,1,0,6,30,10,3.33333,181,156,20.1111,-151,0,-16.7778,305.143,91.2428,"false"
7,0,0,2,93,78,13.2857,98,78,14,-5,78,-0.714286,58.4286,1.41321,"false"
22,0,2,5,71,15,3.22727,144,45,6.54545,-73,10,-3.31818,227.429,72.1871,"false"
3,0,0,2,11,8,3.66667,12,11,4,-1,2,-0.333333,98,55.8701,"false"
8,0,0,5,83,44,10.375,125,74,15.625,-42,5,-5.25,188.429,97.2702,"false"
17,1,0,7,290,162,17.0588,128,36,7.52941,162,126,9.52941,302.571,61.6778,"false"
12,0,0,5,197,60,16.4167,132,73,11,65,51,5.41667,144.286,71.876,"true"
3,0,1,1,12,9,4,14,11,4.66667,-2,0,-0.666667,74,30.0714,"false"
7,0,0,5,16,5,2.28571,20,5,2.85714,-4,0,-0.571429,226.571,93.5,"false"
7,0,0,4,21,10,3,23,16,3.28571,-2,10,-0.285714,227.429,26.0408,"false"
24,1,0,8,247,59,10.2917,119,28,4.95833,128,46,5.33333,335.286,172.444,"true"
14,1,0,7,37,8,2.64286,35,7,2.5,2,4,0.142857,335.286,125.417,"false"
9,1,0,6,27,8,3,27,8,3,0,4,0,335.286,145.683,"false"
6,1,2,2,94,73,15.6667,94,67,15.6667,0,6,0,104.429,10.4073,"false"
5,0,0,2,68,35,13.6,33,22,6.6,35,33,7,98,36.8887,"false"
2,0,1,2,4,4,2,4,4,2,0,0,0,95.5714,58.5714,"false"
19,1,0,8,121,54,6.36842,72,19,3.78947,49,42,2.57895,335.286,155.978,"false"
15,0,0,4,267,111,17.8,48,32,3.2,219,111,14.6,181.429,17.7892,"false"
6,1,0,5,27,11,4.5,16,6,2.66667,11,6,1.83333,335.286,131.069,"false"
2,0,0,2,9,9,4.5,14,14,7,-5,0,-2.5,52,17.8571,"false"
15,0,0,6,91,29,6.06667,42,15,2.8,49,29,3.26667,187.429,34.697,"true"
3,0,1,3,44,42,14.6667,83,75,27.6667,-39,0,-13,83.8571,47.961,"false"
6,0,1,3,83,43,13.8333,102,86,17,-19,12,-3.16667,72.7143,39.4028,"false"
19,0,0,6,115,23,6.05263,96,34,5.05263,19,11,1,227.429,81.3491,"true"
16,1,0,8,123,23,7.6875,103,28,6.4375,20,22,1.25,335.286,134.844,"false"
5,0,0,3,28,12,5.6,21,11,4.2,7,6,1.4,183.857,90.898,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,"false"
23,1,0,7,117,12,5.08696,129,34,5.6087,-12,10,-0.521739,258.857,120.578,"false"
7,0,0,3,26,14,3.71429,28,7,4,-2,9,-0.285714,183.857,61.1978,"false"
2,0,1,2,13,13,6.5,17,17,8.5,-4,0,-2,95.5714,58.5714,"false"
7,1,0,6,20,10,2.85714,17,5,2.42857,3,6,0.428571,335.286,129.364,"false"
2,0,0,2,3,3,1.5,3,3,1.5,0,0,0,110,75.8571,"false"
14,0,1,5,81,28,5.78571,53,30,3.78571,28,12,2,177.571,81.8254,"false"
4,0,0,2,24,10,6,20,17,5,4,10,1,80.2857,29.5714,"false"
3,0,0,2,11,7,3.66667,29,25,9.66667,-18,0,-6,183.857,56.9091,"false"
13,0,0,5,88,33,6.76923,81,46,6.23077,7,24,0.538462,174.429,100.872,"false"
3,0,0,2,4,4,1.33333,0,0,0,4,4,1.33333,381,0.571429,"false"
4,0,0,3,7,4,1.75,11,5,2.75,-4,0,-1,118,12.3061,"false"
3,0,0,3,9,9,3,16,9,5.33333,-7,0,-2.33333,111,74.8571,"false"
20,1,0,5,793,295,39.65,116,70,5.8,677,295,33.85,149.143,24.6835,"true"
12,1,0,7,38,11,3.16667,34,8,2.83333,4,6,0.333333,302.571,92.1428,"false"
2,0,0,2,1,1,0.5,1,1,0.5,0,0,0,92,57.8571,"false"
8,0,0,2,142,59,17.75,93,28,11.625,49,39,6.125,105,27.1429,"false"
36,0,1,5,973,262,27.0278,417,105,11.5833,556,262,15.4444,155.714,23.8523,"true"
35,1,0,7,421,77,12.0286,390,87,11.1429,31,74,0.885714,240.714,57.5979,"true"
10,0,0,3,145,44,14.5,149,68,14.9,-4,19,-0.4,183.857,45.6493,"false"
2,0,0,1,8,8,4,0,0,0,8,8,4,21,1.28571,"true"
43,1,0,4,1500,431,34.8837,800,391,18.6047,700,431,16.2791,147,16.389,"true"
123,1,1,7,2765,484,22.4797,2482,641,20.1789,283,484,2.30081,266.714,55.6424,"true"
13,3,2,4,48,11,3.69231,121,93,9.30769,-73,10,-5.61538,128.286,23.6786,"false"
4,0,0,3,27,10,6.75,15,10,3.75,12,10,3,188.571,51.7831,"false"
7,0,0,3,148,110,21.1429,191,173,27.2857,-43,20,-6.14286,96,55.0956,"false"
11,0,0,3,106,29,9.63636,47,29,4.27273,59,24,5.36364,105.857,35.3693,"false"
2,0,0,1,2,2,1,3,3,1.5,-1,0,-0.5,33.4286,18.2857,"false"
10,0,3,2,375,117,37.5,208,106,20.8,167,116,16.7,108.143,41.0549,"false"
20,1,0,5,767,280,38.35,180,114,9,587,280,29.35,180.714,25.8774,"false"
18,1,0,8,101,24,5.61111,58,14,3.22222,43,20,2.38889,302.571,130.274,"false"
10,0,0,4,94,31,9.4,22,18,2.2,72,31,7.2,155.857,17.4802,"false"
17,0,0,5,168,69,9.88235,83,26,4.88235,85,62,5,207.286,124.771,"false"
24,0,0,7,199,36,8.29167,143,49,5.95833,56,29,2.33333,227.429,121.825,"false"
7,0,0,4,180,79,25.7143,17,9,2.42857,163,79,23.2857,151.143,12.6397,"false"
7,0,1,3,173,109,24.7143,76,69,10.8571,97,103,13.8571,145.857,33.1808,"false"
5,0,0,2,26,16,5.2,31,26,6.2,-5,5,-1,77.4286,26.9945,"false"
8,0,0,4,136,40,17,40,35,5,96,40,12,151.143,42,"false"
19,0,0,5,742,209,39.0526,424,180,22.3158,318,175,16.7368,180.857,31.8883,"false"
7,1,0,6,91,59,13,68,58,9.71429,23,9,3.28571,335.286,230.173,"false"
54,0,1,5,1305,476,24.1667,493,145,9.12963,812,476,15.037,175.714,14.3502,"true"
3,0,0,2,39,28,13,12,12,4,27,28,9,102,21.4469,"false"
14,0,0,5,90,22,6.42857,48,18,3.42857,42,20,3,191.143,86.5159,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,99.2857,0,"false"
2,0,1,2,1,1,0.5,1,1,0.5,0,0,0,95.5714,58.5714,"false"
27,2,0,7,399,101,14.7778,291,45,10.7778,108,56,4,258.857,179.22,"false"
29,1,0,9,538,108,18.5517,314,61,10.8276,224,106,7.72414,335.286,204.206,"true"
4,0,1,3,18,14,4.5,31,27,7.75,-13,0,-3.25,83.1429,41.8968,"false"
8,0,0,4,624,292,78,99,58,12.375,525,292,65.625,61.1429,3.58608,"false"
7,0,0,2,93,60,13.2857,70,56,10,23,19,3.28571,183.857,98.1044,"false"
3,0,0,3,5,3,1.66667,44,41,14.6667,-39,0,-13,135.571,62.1143,"false"
11,1,0,6,53,12,4.81818,46,21,4.18182,7,7,0.636364,335.286,140.989,"false"
22,2,0,5,682,191,31,134,94,6.09091,548,191,24.9091,151,38.9948,"false"
51,1,0,9,1064,200,20.8627,724,182,14.1961,340,119,6.66667,335.286,121.519,"false"
87,3,0,8,1353,182,15.5517,955,238,10.977,398,91,4.57471,227.429,85.472,"false"
4,0,0,2,127,54,31.75,21,21,5.25,106,54,26.5,149.286,17.5906,"false"
3,0,0,2,7,4,2.33333,7,6,2.33333,0,2,0,105.857,41.3469,"false"
18,0,0,2,638,397,35.4444,210,136,11.6667,428,391,23.7778,99.2857,15.03,"false"
34,1,0,8,306,51,9,193,64,5.67647,113,29,3.32353,335.286,160.338,"false"
41,1,0,6,696,83,16.9756,345,36,8.41463,351,61,8.56098,191.143,47.6605,"true"
9,0,0,2,108,32,12,18,8,2,90,32,10,146.857,30.0556,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,83.2857,0,"false"
17,1,0,7,190,66,11.1765,126,52,7.41176,64,60,3.76471,331.714,147.751,"false"
17,1,0,5,219,71,12.8824,144,65,8.47059,75,35,4.41176,207.714,95.544,"true"
5,0,1,2,37,26,7.4,69,52,13.8,-32,0,-6.4,108.143,35.4479,"false"
16,0,0,3,292,94,18.25,78,27,4.875,214,94,13.375,60.2857,4.07877,"false"
6,0,0,2,92,44,15.3333,8,4,1.33333,84,44,14,61.1429,1.98913,"false"
6,0,0,3,187,126,31.1667,91,85,15.1667,96,126,16,59.5714,0.799083,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,"false"
7,0,0,3,212,75,30.2857,64,42,9.14286,148,75,21.1429,151.143,29.3241,"false"
15,1,0,6,100,33,6.66667,74,34,4.93333,26,21,1.73333,335.286,113.589,"false"
16,0,0,3,449,156,28.0625,122,38,7.625,327,156,20.4375,154.857,8.88673,"false"
58,2,2,6,307,143,5.2931,98,12,1.68966,209,143,3.60345,178.857,68.9618,"true"
19,0,0,6,206,109,10.8421,138,40,7.26316,68,99,3.57895,240.714,150.542,"false"
12,2,0,7,47,21,3.91667,36,15,3,11,6,0.916667,335.286,134.495,"false"
4,0,0,4,8,6,2,8,6,2,0,0,0,133.571,76.0178,"true"
15,0,0,6,324,151,21.6,116,52,7.73333,208,150,13.8667,188.429,77.0463,"false"
7,0,0,3,47,23,6.71429,44,26,6.28571,3,8,0.428571,187.286,108.763,"false"
6,0,1,3,6,2,1,21,18,3.5,-15,1,-2.5,118,30.2143,"false"
2,0,0,2,124,124,62,185,185,92.5,-61,0,-30.5,76,41.8571,"false"
25,2,0,9,244,47,9.76,129,26,5.16,115,33,4.6,335.286,147.823,"false"
16,1,0,7,44,10,2.75,86,30,5.375,-42,10,-2.625,328.143,117.25,"false"
12,0,0,5,61,18,5.08333,97,41,8.08333,-36,5,-3,240.714,76.2295,"false"
9,0,0,4,51,21,5.66667,24,15,2.66667,27,21,3,201.286,47.1204,"false"
18,0,0,5,60,16,3.33333,59,23,3.27778,1,6,0.0555556,195.286,69.1167,"false"
11,0,0,4,133,72,12.0909,112,51,10.1818,21,45,1.90909,182,40.0462,"false"
7,0,0,3,429,207,61.2857,25,17,3.57143,404,207,57.7143,140,2.10589,"true"
5,0,0,3,13,10,2.6,4,2,0.8,9,10,1.8,189.571,18.8901,"false"
18,1,0,7,192,82,10.6667,114,42,6.33333,78,70,4.33333,335.286,145.682,"false"
25,1,0,7,455,73,18.2,274,103,10.96,181,71,7.24,335.286,98.0553,"false"
3,0,0,2,16,15,5.33333,31,18,10.3333,-15,0,-5,97.4286,59.4196,"false"
3,0,1,1,12,10,4,3,3,1,9,10,3,98.2857,13.0714,"false"
10,1,0,7,27,10,2.7,10,3,1,17,10,1.7,335.286,149.767,"false"
3,2,0,3,11,7,3.66667,14,7,4.66667,-3,0,-1,126.143,33.5455,"false"
7,0,0,2,312,138,44.5714,49,34,7,263,138,37.5714,61.1429,3.24863,"false"
3,0,1,2,8,7,2.66667,9,8,3,-1,0,-0.333333,72.7143,34.6071,"false"
3,0,1,1,23,13,7.66667,17,17,5.66667,6,10,2,45.8571,7.92547,"false"
16,0,0,5,117,72,7.3125,61,21,3.8125,56,59,3.5,144.857,59.0806,"false"
4,0,1,2,18,11,4.5,32,19,8,-14,0,-3.5,108.143,48.9444,"false"
3,0,1,2,24,22,8,36,34,12,-12,0,-4,95.5714,58.0357,"false"
3,0,0,2,22,14,7.33333,29,24,9.66667,-7,9,-2.33333,40.4286,5.01299,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,"false"
89,4,0,8,1833,178,20.5955,1214,269,13.6404,619,115,6.95506,335.286,187.438,"true"
7,0,0,4,57,20,8.14286,90,34,12.8571,-33,0,-4.71429,194,103.602,"false"
35,2,1,5,440,106,12.5714,345,162,9.85714,95,78,2.71429,133.571,63.5704,"false"
11,0,0,7,122,97,11.0909,159,117,14.4545,-37,6,-3.36364,302.571,110.391,"false"
14,1,0,5,299,139,21.3571,153,72,10.9286,146,139,10.4286,151.143,24.6966,"false"
3,0,1,2,26,24,8.66667,34,32,11.3333,-8,0,-2.66667,95.5714,58.0769,"false"
5,0,0,4,20,10,4,17,12,3.4,3,10,0.6,188.429,48.4429,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,9.28571,0,"false"
10,2,0,3,132,70,13.2,55,18,5.5,77,54,7.7,127,12.0433,"false"
2,0,1,2,3,3,1.5,7,7,3.5,-4,0,-2,108.143,74,"false"
6,0,0,3,53,40,8.83333,57,54,9.5,-4,8,-0.666667,102,53.8032,"false"
42,0,0,6,1834,541,43.6667,612,166,14.5714,1222,541,29.0952,155.857,30.5993,"true"
14,0,0,5,487,203,34.7857,111,74,7.92857,376,203,26.8571,151.143,14.6624,"false"
12,0,0,4,685,399,57.0833,313,235,26.0833,372,399,31,59.5714,1.43733,"false"
12,0,0,5,107,32,8.91667,77,39,6.41667,30,23,2.5,227.429,73.526,"false"
5,0,0,3,223,111,44.6,189,155,37.8,34,58,6.8,76,26.8917,"true"
21,1,0,5,207,55,9.85714,160,39,7.61905,47,37,2.2381,240.714,77.0476,"false"
2,0,0,2,1,1,0.5,2,2,1,-1,0,-0.5,144.857,110.714,"false"
12,0,0,1,228,120,19,120,32,10,108,88,9,51.8571,3.81892,"false"
3,0,0,3,19,18,6.33333,23,21,7.66667,-4,0,-1.33333,56.1429,20.9624,"false"
19,0,0,7,62,10,3.26316,64,20,3.36842,-2,10,-0.105263,227.429,90.4263,"false"
7,0,1,2,12,7,1.71429,39,20,5.57143,-27,7,-3.85714,104.429,27.1429,"false"
29,0,0,6,544,186,18.7586,311,99,10.7241,233,161,8.03448,230.714,48.3149,"false"
2,0,0,2,4,4,2,5,5,2.5,-1,0,-0.5,61.4286,27.2857,"false"
18,1,0,7,84,16,4.66667,60,28,3.33333,24,11,1.33333,313.571,154.308,"false"
7,0,0,4,19,6,2.71429,24,10,3.42857,-5,0,-0.714286,203,76.8271,"false"
