"NOP_method","CC_method","ATFD_method","FDP_method","CM_method","MAXNESTING_method","LOC_method","CYCLO_method","NMCS_method","NOLV_method","MaMCL_method","NOAV_method","LAA_method","FANOUT_method","CFNAMM_method","ATLD_method","CLNAMM_method","CINT_method","MeMCL_method","CDISP_method","NOII_type","NOAM_type","NOCS_type","NOM_type","NMO_type","ATFD_type","FANOUT_type","NOMNAMM_type","NOA_type","NIM_type","DIT_type","LOC_type","LOCNAMM_type","CFNAMM_type","TCC_type","NOPA_type","CBO_type","RFC_type","NOC_type","WMC_type","LCOM5_type","WOC_type","WMCNAMM_type","AMW_type","AMWNAMM_type","NOCS_package","NOMNAMM_package","NOI_package","LOC_package","NOM_package","NOPK_project","NOCS_project","NOI_project","NOM_project","NOMNAMM_project","LOC_project","is_switch_statements"
0,1,"0.0","0.0",1,3,38,5,0,4,0,"9.0","1.0",1,3,"6.0",0,1,0,1,0,2,3,13,"1.0",4,9,11,8,"18.0","3.0",560,486,199,0.0181818181818182,0,23,72,"0.0",38,1.05208333333333,"1.0",26,2.92307692307692,2.36363636363636,70,686,5,18923,1266,66,1571,291,17113,11938,260912,"false"
0,0,"0.0","0.0",0,1,4,1,0,0,0,"1.0","1.0",0,1,"1.0",0,0,0,0,1,13,0,33,"0.0",2,3,20,10,"25.0","2.0",295,178,1443,0,0,14,99,"0.0",35,1,"0.606060606060606",22,1.06060606060606,1.1,35,430,0,6490,660,66,1571,291,17113,11938,260912,"false"
2,0,"0.0","0.0",0,3,38,5,0,11,0,"11.0","0.0",0,0,"0.0",0,0,0,0,0,0,0,11,"1.0",30,9,11,11,"46.0","2.0",610,610,418,0.177777777777778,0,42,129,"0.0",87,0.9,"1.0",87,7.90909090909091,7.90909090909091,81,516,24,21006,599,66,1571,291,17113,11938,260912,"false"
0,0,"0.0","0.0",0,1,4,1,0,0,0,"1.0","1.0",0,0,"1.0",0,0,0,0,0,1,0,3,"0.0",0,2,2,1,"19.0","2.0",36,30,23,0,0,8,28,"0.0",3,1,"0.666666666666667",2,1,1,81,516,24,21006,599,66,1571,291,17113,11938,260912,"false"
0,0,"0.0","0.0",0,2,7,2,0,0,0,"1.0","1.0",1,2,"1.0",0,1,0,1,1,8,0,17,"0.0",0,3,9,8,"0.0","1.0",335,234,154,0.242424242424242,0,3,23,"0.0",54,0.8828125,"0.466666666666667",42,3.17647058823529,4.66666666666667,28,117,0,3056,160,66,1571,291,17113,11938,260912,"false"
0,0,"0.0","0.0",0,1,4,1,0,0,0,"1.0","1.0",0,0,"1.0",0,0,0,0,1,40,1,97,"2.0",42,32,57,40,"61.0","3.0",1622,1230,8741,0.104240766073871,13,55,247,"0.0",229,0.969791666666667,"0.376623376623377",182,2.36082474226804,3.19298245614035,12,88,0,2918,201,66,1571,291,17113,11938,260912,"false"
1,2,"1.0","1.0",2,2,20,3,0,3,0,"5.0","0.5",3,6,"1.0",0,4,0,0.75,0,0,28,4,"0.0",1,30,4,1,"0.0","1.0",340,340,288,1,0,3,35,"0.0",7,0.333333333333333,"1.0",7,1.75,1.75,37,41,2,1045,75,66,1571,291,17113,11938,260912,"false"
0,0,"3.0","3.0",0,5,81,8,0,1,0,"14.0","0.769230769230769",5,27,"10.0",0,12,0,0.416666666666667,0,3,0,43,"0.0",35,15,40,1,"85.0","2.0",2199,2131,11908,0,0,62,292,"0.0",297,0.738095238095238,"0.0",286,6.90697674418605,7.15,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,"true"
0,0,"4.0","4.0",0,5,320,35,0,1,0,"17.0","0.733333333333333",5,26,"11.0",0,12,0,0.416666666666667,0,3,0,43,"0.0",35,15,40,1,"85.0","2.0",2199,2131,11908,0,0,62,292,"0.0",297,0.738095238095238,"0.0",286,6.90697674418605,7.15,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,"true"
0,3,"1.0","1.0",3,5,38,9,0,4,0,"8.0","0.75",1,4,"3.0",0,2,0,0.5,1,21,1,65,"1.0",50,31,44,30,"0.0","1.0",1179,875,7531,0.0693815987933635,0,47,159,"0.0",154,0.966145833333333,"0.666666666666667",104,2.36923076923077,2.36363636363636,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,"false"
0,0,"8.0","4.0",0,5,31,8,0,3,0,"12.0","0.0",3,0,"0.0",0,3,0,1,0,5,0,44,"0.0",46,17,39,24,"0.0","1.0",1239,1152,2852,0.193675889328063,0,24,97,"0.0",229,0.887596899224806,"0.0",213,5.20454545454545,5.46153846153846,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,"false"
2,0,"0.0","0.0",0,5,78,15,0,8,0,"12.0","1.0",2,6,"4.0",0,3,0,0.666666666666667,1,1,1,40,"0.0",45,36,39,9,"0.0","1.0",2043,2003,20666,0.036036036036036,7,44,225,"0.0",242,0.98005698005698,"0.222222222222222",235,6.05,6.02564102564103,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,"true"
1,1,"0.0","0.0",1,5,33,7,0,7,0,"7.0","0.0",0,0,"0.0",0,0,0,0,0,0,0,8,"0.0",0,0,8,1,"0.0","1.0",369,369,0,0,0,0,8,"0.0",63,1,"1.0",63,7.875,7.875,96,756,11,17329,801,66,1571,291,17113,11938,260912,"false"
2,0,"0.0","0.0",0,5,22,6,0,6,0,"7.0","0.0",3,8,"0.0",0,5,0,0.6,0,0,0,143,"0.0",61,112,143,8,"0.0","1.0",3849,3849,129220,0.0037400654511454,0,143,685,"0.0",478,0.985915492957746,"1.0",478,3.34265734265734,3.34265734265734,96,756,11,17329,801,66,1571,291,17113,11938,260912,"false"
0,0,"1.0","1.0",0,5,32,9,0,4,0,"6.0","0.5",4,8,"1.0",0,5,0,0.8,0,1,0,92,"0.0",66,75,91,14,"0.0","1.0",3277,3271,23616,0.0297619047619048,3,103,313,"0.0",641,0.981946624803768,"0.833333333333333",640,6.96739130434783,7.03296703296703,70,686,5,18923,1266,66,1571,291,17113,11938,260912,"false"
1,0,"0.0","0.0",0,5,25,8,0,6,0,"6.0","1.0",0,0,"1.0",0,0,0,0,2,0,0,21,"0.0",0,0,21,2,"50.0","2.0",434,434,0,0.00952380952380952,2,1,21,"0.0",123,0.975,"0.894736842105263",123,5.85714285714286,5.85714285714286,14,84,3,1568,101,66,1571,291,17113,11938,260912,"false"
4,0,"1.0","1.0",0,5,119,23,0,12,0,"15.0","0.666666666666667",4,7,"2.0",0,4,0,1,0,0,0,6,"0.0",2,10,6,2,"3.0","2.0",228,228,171,0,0,14,25,"0.0",36,1,"1.0",36,6,6,46,268,6,8188,296,66,1571,291,17113,11938,260912,"true"
1,0,"3.0","2.0",0,5,80,7,0,9,0,"21.0","0.727272727272727",15,42,"8.0",0,21,0,0.714285714285714,0,7,1,32,"1.0",35,49,25,27,"79.0","3.0",1267,1212,5099,0.129032258064516,2,98,318,"0.0",94,0.958183990442055,"0.714285714285714",87,2.9375,3.48,46,268,6,8188,296,66,1571,291,17113,11938,260912,"false"
1,0,"2.0","1.0",0,5,67,21,0,9,0,"11.0","0.0",1,2,"0.0",0,2,0,0.5,0,8,4,47,"1.0",50,39,39,20,"79.0","3.0",1913,1812,4405,0.154654654654655,1,82,279,"0.0",240,0.959782608695652,"0.75",227,5.1063829787234,5.82051282051282,81,516,24,21006,599,66,1571,291,17113,11938,260912,"true"
1,0,"3.0","1.0",0,5,22,6,0,5,0,"10.0","0.25",3,12,"1.0",0,7,0,0.428571428571429,0,2,1,31,"1.0",158,44,29,22,"46.0","2.0",1068,1050,8825,0.391625615763547,1,79,301,"1.0",117,0.951515151515152,"0.75",115,3.7741935483871,3.96551724137931,81,516,24,21006,599,66,1571,291,17113,11938,260912,"false"
1,0,"0.0","0.0",0,5,30,13,0,3,0,"4.0","1.0",1,2,"1.0",0,1,0,1,0,1,1,35,"0.0",50,35,34,16,"47.0","2.0",1533,1524,4783,0.358333333333333,1,72,214,"0.0",186,0.948529411764706,"0.666666666666667",185,5.31428571428571,5.44117647058824,81,516,24,21006,599,66,1571,291,17113,11938,260912,"true"
4,0,"1.0","1.0",0,5,24,5,0,7,0,"10.0","0.666666666666667",2,4,"2.0",0,3,0,0.666666666666667,0,8,1,27,"0.0",21,18,19,16,"0.0","1.0",925,683,3010,0.274509803921569,0,18,93,"0.0",139,0.913461538461539,"0.6",91,5.14814814814815,4.78947368421053,81,516,24,21006,599,66,1571,291,17113,11938,260912,"false"
5,0,"8.0","3.0",0,5,68,13,0,13,0,"27.0","0.333333333333333",8,18,"4.0",0,14,0,0.571428571428571,0,8,1,27,"0.0",21,18,19,16,"0.0","1.0",925,683,3010,0.274509803921569,0,18,93,"0.0",139,0.913461538461539,"0.6",91,5.14814814814815,4.78947368421053,81,516,24,21006,599,66,1571,291,17113,11938,260912,"false"
1,0,"1.0","1.0",0,5,43,6,0,9,0,"11.0","0.5",5,10,"1.0",0,6,0,0.833333333333333,1,0,0,3,"0.0",1,5,3,1,"0.0","1.0",66,66,38,1,0,7,10,"0.0",10,0.5,"1.0",10,3.33333333333333,3.33333333333333,24,157,1,2316,198,66,1571,291,17113,11938,260912,"false"
2,0,"4.0","3.0",0,5,51,11,0,7,0,"16.0","0.428571428571429",3,4,"3.0",0,7,0,0.428571428571429,1,40,1,97,"2.0",42,32,57,40,"61.0","3.0",1622,1230,8741,0.104240766073871,13,55,247,"0.0",229,0.969791666666667,"0.376623376623377",182,2.36082474226804,3.19298245614035,12,88,0,2918,201,66,1571,291,17113,11938,260912,"true"
5,0,"4.0","3.0",0,7,42,14,0,13,0,"17.0","0.0",3,2,"0.0",0,5,0,0.6,0,5,0,44,"0.0",46,17,39,24,"0.0","1.0",1239,1152,2852,0.193675889328063,0,24,97,"0.0",229,0.887596899224806,"0.0",213,5.20454545454545,5.46153846153846,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,"false"
1,0,"11.0","3.0",0,9,116,21,0,6,0,"21.0","0.266666666666667",2,9,"4.0",0,4,0,0.5,0,3,0,43,"0.0",33,15,40,5,"85.0","2.0",2272,2205,11359,0,0,62,289,"0.0",297,0.933333333333333,"0.0",286,6.90697674418605,7.15,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,"true"
1,0,"0.0","0.0",0,6,97,11,0,14,0,"37.0","0.666666666666667",1,2,"4.0",0,1,0,1,1,4,1,13,"0.0",16,10,9,18,"0.0","1.0",637,577,566,0.363636363636364,0,15,36,"1.0",56,0.902777777777778,"1.0",46,4.30769230769231,5.11111111111111,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,"true"
0,1,"0.0","0.0",1,6,59,12,0,5,0,"10.0","0.6",3,6,"3.0",0,5,0,0.6,2,1,0,13,"1.0",0,6,12,6,"0.0","1.0",279,215,263,0.0444444444444444,0,10,26,"1.0",43,0.944444444444444,"1.0",31,3.30769230769231,2.58333333333333,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,"true"
2,1,"3.0","3.0",1,6,87,14,0,12,0,"15.0","0.0",3,24,"0.0",0,13,0,0.230769230769231,0,0,0,143,"0.0",61,112,143,8,"0.0","1.0",3849,3849,129220,0.0037400654511454,0,143,685,"0.0",478,0.985915492957746,"1.0",478,3.34265734265734,3.34265734265734,96,756,11,17329,801,66,1571,291,17113,11938,260912,"false"
2,0,"4.0","2.0",0,6,282,46,0,16,0,"44.0","0.851851851851852",3,12,"23.0",0,7,0,0.428571428571429,1,0,0,19,"0.0",8,8,19,36,"0.0","1.0",815,815,322,0.0549450549450549,0,9,36,"0.0",115,0.969135802469136,"1.0",115,6.05263157894737,6.05263157894737,96,756,11,17329,801,66,1571,291,17113,11938,260912,"true"
1,0,"0.0","0.0",0,6,199,1,0,2,0,"1.0","0.0",1,2,"0.0",0,1,0,1,0,2,3,13,"1.0",4,9,11,8,"18.0","3.0",560,486,199,0.0181818181818182,0,23,72,"0.0",38,1.05208333333333,"1.0",26,2.92307692307692,2.36363636363636,70,686,5,18923,1266,66,1571,291,17113,11938,260912,"false"
3,0,"1.0","1.0",0,6,85,23,0,12,0,"17.0","0.75",5,18,"3.0",0,10,0,0.5,0,8,4,47,"1.0",50,39,39,20,"79.0","3.0",1913,1812,4405,0.154654654654655,1,82,279,"0.0",240,0.959782608695652,"0.75",227,5.1063829787234,5.82051282051282,81,516,24,21006,599,66,1571,291,17113,11938,260912,"true"
0,0,"0.0","0.0",0,7,77,12,0,9,0,"15.0","1.0",1,2,"6.0",0,1,0,1,0,2,1,31,"1.0",158,44,29,22,"46.0","2.0",1068,1050,8825,0.391625615763547,1,79,301,"1.0",117,0.951515151515152,"0.75",115,3.7741935483871,3.96551724137931,81,516,24,21006,599,66,1571,291,17113,11938,260912,"false"
1,0,"11.0","5.0",0,6,360,45,0,28,0,"47.0","0.352941176470588",16,60,"6.0",0,31,0,0.516129032258065,0,3,1,42,"1.0",73,46,39,39,"46.0","2.0",2014,1979,7535,0.186344238975818,2,83,235,"0.0",256,0.972482801751094,"0.75",252,6.0952380952381,6.46153846153846,81,516,24,21006,599,66,1571,291,17113,11938,260912,"true"
0,3,"30.0","2.0",5,6,167,10,0,5,0,"57.0","0.392156862745098",3,16,"20.0",0,4,0,0.75,0,5,5,35,"0.0",96,49,30,33,"47.0","2.0",2656,2459,9148,0.258064516129032,3,84,275,"0.0",262,0.961675579322638,"0.4",231,7.48571428571429,7.7,81,516,24,21006,599,66,1571,291,17113,11938,260912,"true"
0,0,"1.0","1.0",0,6,87,13,0,2,0,"19.0","0.933333333333333",2,2,"14.0",0,2,0,1,0,3,4,43,"1.0",94,53,40,48,"46.0","2.0",2197,2177,7741,0.230769230769231,4,88,260,"0.0",281,0.96577380952381,"0.642857142857143",278,6.53488372093023,6.95,81,516,24,21006,599,66,1571,291,17113,11938,260912,"true"
1,0,"8.0","3.0",0,6,59,12,0,7,0,"16.0","0.111111111111111",5,10,"1.0",0,8,0,0.625,0,3,4,43,"1.0",94,53,40,48,"46.0","2.0",2197,2177,7741,0.230769230769231,4,88,260,"0.0",281,0.96577380952381,"0.642857142857143",278,6.53488372093023,6.95,81,516,24,21006,599,66,1571,291,17113,11938,260912,"true"
0,1,"14.0","3.0",1,7,140,16,0,6,0,"30.0","0.416666666666667",3,11,"10.0",0,4,0,0.75,0,0,0,6,"1.0",24,11,6,6,"46.0","2.0",364,364,177,0.333333333333333,0,45,128,"0.0",45,0.733333333333333,"1.0",45,7.5,7.5,81,516,24,21006,599,66,1571,291,17113,11938,260912,"true"
0,0,"9.0","2.0",0,7,92,10,0,6,0,"26.0","0.55",3,12,"11.0",0,5,0,0.6,0,2,0,25,"0.0",62,26,23,50,"47.0","2.0",1183,1163,2598,0.186147186147186,2,58,196,"0.0",139,0.975833333333333,"0.6",137,5.56,5.95652173913043,10,75,0,2515,81,66,1571,291,17113,11938,260912,"true"
0,0,"0.0","0.0",0,6,33,9,0,3,0,"6.0","1.0",1,2,"3.0",0,1,0,1,1,40,1,97,"2.0",42,32,57,40,"61.0","3.0",1622,1230,8741,0.104240766073871,13,55,247,"0.0",229,0.969791666666667,"0.376623376623377",182,2.36082474226804,3.19298245614035,12,88,0,2918,201,66,1571,291,17113,11938,260912,"false"
2,0,"5.0","2.0",0,7,162,18,0,15,0,"26.0","0.444444444444444",3,13,"4.0",0,7,0,0.428571428571429,0,0,0,2,"0.0",6,3,2,4,"25.0","4.0",187,187,45,0,3,8,11,"1.0",19,1.25,"0.4",19,9.5,9.5,10,12,0,848,12,66,1571,291,17113,11938,260912,"true"
3,0,"1.0","1.0",0,6,85,20,0,17,0,"22.0","0.8",8,26,"4.0",0,13,0,0.615384615384615,1,7,24,74,"0.0",22,45,67,66,"522.0","5.0",2120,1979,4383,0.208080808080808,2,28,140,"1.0",221,0.969074304690743,"0.791666666666667",202,2.98648648648649,3.01492537313433,32,115,1,2904,124,66,1571,291,17113,11938,260912,"true"
1,1,"0.0","0.0",1,1,4,1,0,1,0,"2.0","1.0",0,0,"1.0",0,0,0,0,0,2,0,5,"0.0",0,2,3,2,"4.0","2.0",71,52,20,0.5,0,4,15,"0.0",8,0.75,"0.6",6,1.6,2,11,35,0,809,37,11,58,2,541,326,7842,"false"
0,0,"0.0","0.0",0,1,5,1,0,0,0,"0.0","0.0",1,2,"0.0",0,1,0,1,0,0,0,11,"0.0",0,10,11,0,"14.0","2.0",85,85,150,0,0,13,37,"0.0",11,0,"1.0",11,1,1,11,35,0,809,37,11,58,2,541,326,7842,"false"
1,0,"1.0","1.0",0,1,3,1,0,1,0,"2.0","0.0",0,0,"0.0",0,0,0,0,0,1,0,27,"0.0",8,8,26,2,"0.0","1.0",306,297,856,0,0,8,44,"0.0",36,1.03846153846154,"0.962962962962963",35,1.33333333333333,1.34615384615385,7,57,1,889,86,11,58,2,541,326,7842,"false"
1,1,"0.0","0.0",1,1,3,1,0,1,0,"2.0","1.0",0,0,"1.0",0,0,0,0,0,6,0,12,"1.0",0,0,6,3,"0.0","1.0",112,58,0,0.194444444444444,0,1,12,"0.0",12,0.848484848484848,"0.5",6,1,1,7,57,1,889,86,11,58,2,541,326,7842,"false"
4,0,"0.0","0.0",0,1,6,1,0,5,0,"5.0","0.0",2,4,"0.0",0,2,0,1,0,2,0,17,"0.0",14,7,15,2,"0.0","1.0",203,193,306,0,0,7,31,"0.0",36,1.0625,"0.818181818181818",34,2.11764705882353,2.26666666666667,10,60,1,1447,77,11,58,2,541,326,7842,"false"
5,1,"4.0","1.0",1,2,20,3,0,7,0,"15.0","0.0",3,4,"0.0",0,6,0,0.5,0,2,0,17,"0.0",14,7,15,2,"0.0","1.0",203,193,306,0,0,7,31,"0.0",36,1.0625,"0.818181818181818",34,2.11764705882353,2.26666666666667,10,60,1,1447,77,11,58,2,541,326,7842,"false"
0,2,"0.0","0.0",3,1,4,1,0,0,0,"1.0","1.0",0,0,"1.0",0,0,0,0,0,4,0,8,"0.0",0,0,4,8,"0.0","1.0",151,113,0,0.6,0,0,8,"0.0",16,0.928571428571429,"0.428571428571429",12,2,3,10,60,1,1447,77,11,58,2,541,326,7842,"false"
0,0,"0.0","0.0",0,1,3,1,0,0,0,"0.0","0.0",0,0,"0.0",0,0,0,0,0,2,0,7,"1.0",0,0,5,1,"31.0","3.0",59,41,18,0.3,0,8,43,"0.0",8,0.666666666666667,"0.714285714285714",6,1.14285714285714,1.2,4,18,0,306,34,11,58,2,541,326,7842,"false"
1,0,"0.0","0.0",0,3,25,4,0,6,0,"6.0","0.0",0,0,"0.0",0,0,0,0,0,1,0,23,"0.0",0,0,22,4,"0.0","1.0",307,295,0,0.128571428571429,0,0,23,"0.0",33,0.875,"0.954545454545455",32,1.43478260869565,1.45454545454545,4,34,0,1229,42,11,58,2,541,326,7842,"false"
0,0,"0.0","0.0",0,1,4,1,0,0,0,"2.0","1.0",0,0,"2.0",0,0,0,0,0,1,0,23,"0.0",0,0,22,4,"0.0","1.0",307,295,0,0.128571428571429,0,0,23,"0.0",33,0.875,"0.954545454545455",32,1.43478260869565,1.45454545454545,4,34,0,1229,42,11,58,2,541,326,7842,"false"
0,0,"0.0","0.0",0,1,5,1,0,0,0,"1.0","1.0",0,0,"1.0",0,0,0,0,0,1,0,23,"0.0",0,0,22,4,"0.0","1.0",307,295,0,0.128571428571429,0,0,23,"0.0",33,0.875,"0.954545454545455",32,1.43478260869565,1.45454545454545,4,34,0,1229,42,11,58,2,541,326,7842,"false"
2,1,"0.0","0.0",1,1,5,1,0,2,0,"2.0","0.0",0,0,"0.0",0,0,0,0,0,8,0,14,"0.0",1,2,6,4,"0.0","1.0",151,75,24,0.0727272727272727,0,2,16,"0.0",17,0.923076923076923,"0.428571428571429",9,1.21428571428571,1.5,6,33,0,790,64,11,58,2,541,326,7842,"false"
3,0,"0.0","0.0",0,1,7,1,0,3,0,"6.0","1.0",0,0,"3.0",0,0,0,0,0,8,0,14,"0.0",1,2,6,4,"0.0","1.0",151,75,24,0.0727272727272727,0,2,16,"0.0",17,0.923076923076923,"0.428571428571429",9,1.21428571428571,1.5,6,33,0,790,64,11,58,2,541,326,7842,"false"
1,0,"0.0","0.0",0,1,8,3,0,1,0,"2.0","1.0",0,0,"1.0",0,0,0,0,0,16,0,24,"1.0",0,2,8,10,"0.0","1.0",309,157,88,0.119047619047619,0,2,26,"0.0",46,0.926086956521739,"0.333333333333333",30,1.91666666666667,3.75,6,33,0,790,64,11,58,2,541,326,7842,"false"
1,0,"1.0","1.0",0,2,15,2,0,4,0,"6.0","0.5",1,2,"1.0",0,2,0,0.5,0,1,0,6,"0.0",1,1,5,1,"0.0","1.0",68,54,10,1,0,1,8,"0.0",8,0.4,"0.833333333333333",6,1.33333333333333,1.2,6,33,0,790,64,11,58,2,541,326,7842,"false"
0,0,"1.0","1.0",0,1,4,1,0,0,0,"1.0","0.0",0,0,"0.0",0,0,0,0,0,2,0,7,"0.0",4,3,5,3,"11.0","2.0",100,80,78,0,0,8,30,"0.0",10,1.16666666666667,"0.714285714285714",8,1.42857142857143,1.6,6,33,0,790,64,11,58,2,541,326,7842,"false"
1,2,"0.0","0.0",2,1,4,1,0,1,0,"1.0","0.0",0,0,"0.0",0,0,0,0,0,0,0,4,"0.0",0,0,4,0,"15.0","4.0",23,23,0,1,0,0,4,"0.0",4,0,"1.0",4,1,1,3,22,0,316,22,11,58,2,541,326,7842,"false"
1,0,"0.0","0.0",0,1,5,1,0,1,0,"1.0","0.0",0,0,"0.0",0,0,0,0,0,0,0,2,"0.0",0,0,2,0,"11.0","2.0",15,15,0,0,0,4,21,"0.0",2,0,"1.0",2,1,1,2,5,0,44,5,11,58,2,541,326,7842,"false"
5,1,"1.0","1.0",1,5,68,11,0,13,0,"14.0","0.0",3,16,"0.0",0,8,0,0.375,0,2,0,17,"0.0",14,7,15,2,"0.0","1.0",203,193,306,0,0,7,31,"0.0",36,1.0625,"0.818181818181818",34,2.11764705882353,2.26666666666667,10,60,1,1447,77,11,58,2,541,326,7842,"true"
7,0,"9.0","2.0",0,5,176,23,0,18,0,"32.0","0.1",3,6,"1.0",0,7,0,0.428571428571429,0,0,0,18,"0.0",13,5,18,1,"0.0","1.0",538,538,104,0,0,6,31,"0.0",45,1,"1.0",45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,"true"
1,0,"0.0","0.0",0,5,44,8,0,7,0,"9.0","1.0",0,0,"2.0",0,0,0,0,0,1,0,23,"0.0",0,0,22,4,"0.0","1.0",307,295,0,0.128571428571429,0,0,23,"0.0",33,0.875,"0.954545454545455",32,1.43478260869565,1.45454545454545,4,34,0,1229,42,11,58,2,541,326,7842,"true"
1,0,"0.0","0.0",0,1,3,1,0,1,0,"2.0","1.0",0,0,"1.0",0,0,0,0,3,12,0,31,"3.0",1,4,19,18,"6.0","2.0",583,409,144,0.177248677248677,5,10,49,"1.0",58,0.925925925925926,"0.5",39,1.87096774193548,2.05263157894737,15,179,3,4573,226,69,960,103,11810,10192,247421,"false"
0,0,"0.0","0.0",0,1,3,1,0,0,0,"1.0","1.0",1,2,"1.0",0,1,0,1,3,0,0,29,"1.0",0,3,29,13,"8.0","2.0",656,656,1236,0.612535612535613,0,7,66,"0.0",86,0.865384615384615,"1.0",86,2.96551724137931,2.96551724137931,14,261,4,5108,268,69,960,103,11810,10192,247421,"false"
1,1,"0.0","0.0",1,1,3,1,0,1,0,"2.0","1.0",0,0,"1.0",0,0,0,0,8,30,0,114,"1.0",4,16,84,78,"521.0","5.0",2870,2372,8500,0.10013325718637,21,20,157,"1.0",302,0.980258679373724,"0.603305785123967",242,2.64912280701754,2.88095238095238,22,415,4,12125,523,69,960,103,11810,10192,247421,"false"
3,0,"0.0","0.0",0,1,7,1,0,3,0,"4.0","1.0",2,4,"1.0",0,2,0,1,5,16,0,70,"1.0",7,19,54,22,"0.0","1.0",1495,1164,2510,0.0843253968253968,6,25,110,"0.0",164,0.957180500658762,"0.685714285714286",123,2.34285714285714,2.27777777777778,22,415,4,12125,523,69,960,103,11810,10192,247421,"false"
1,0,"0.0","0.0",0,1,3,1,0,1,0,"3.0","0.0",0,0,"0.0",0,0,0,0,4,20,1,52,"5.0",9,10,32,15,"236.0","3.0",1283,976,1688,0.0726950354609929,0,32,379,"6.0",123,0.941176470588235,"0.545454545454545",101,2.36538461538462,3.15625,42,502,2,18042,690,69,960,103,11810,10192,247421,"false"
0,0,"0.0","0.0",0,1,3,1,0,0,0,"1.0","1.0",0,0,"1.0",0,0,0,0,1,0,0,19,"2.0",0,1,19,6,"17.0","2.0",337,337,4,0.516483516483517,2,10,37,"0.0",29,0.907407407407407,"0.904761904761905",29,1.52631578947368,1.52631578947368,26,480,1,9366,498,69,960,103,11810,10192,247421,"false"
1,0,"0.0","0.0",0,2,10,3,0,2,0,"3.0","1.0",0,0,"1.0",0,0,0,0,3,2,1,42,"1.0",0,5,40,22,"19.0","5.0",888,867,1353,0.165165165165165,3,15,78,"0.0",88,0.946784922394679,"0.871794871794872",86,2.0952380952381,2.15,26,480,1,9366,498,69,960,103,11810,10192,247421,"false"
0,1,"0.0","0.0",1,1,5,1,0,0,0,"2.0","1.0",1,3,"2.0",0,1,0,1,0,9,1,34,"12.0",0,8,25,11,"152.0","4.0",1083,943,2407,0.21957671957672,2,24,232,"0.0",125,0.920110192837466,"0.607142857142857",112,3.67647058823529,4.48,48,640,2,19667,781,69,960,103,11810,10192,247421,"false"
0,1,"0.0","0.0",1,1,3,1,0,0,0,"1.0","1.0",0,0,"1.0",0,0,0,0,2,7,0,38,"3.0",4,10,31,11,"128.0","3.0",1271,1136,3345,0.0349206349206349,4,23,215,"5.0",111,0.98034398034398,"0.645161290322581",96,2.92105263157895,3.09677419354839,48,640,2,19667,781,69,960,103,11810,10192,247421,"false"
1,1,"0.0","0.0",1,2,7,2,0,2,0,"3.0","1.0",0,0,"1.0",0,0,0,0,1,6,0,41,"2.0",0,8,35,12,"62.0","2.0",765,647,1689,0.115873015873016,0,28,127,"0.0",89,0.910416666666667,"0.842105263157895",76,2.17073170731707,2.17142857142857,14,201,4,5139,273,69,960,103,11810,10192,247421,"false"
1,1,"0.0","0.0",1,1,3,1,0,1,0,"2.0","1.0",0,0,"1.0",0,0,0,0,2,14,0,38,"4.0",3,1,24,15,"31.0","2.0",682,496,215,0.14453781512605,0,6,81,"0.0",77,0.893693693693694,"0.6",60,2.02631578947368,2.5,10,148,0,3987,202,69,960,103,11810,10192,247421,"false"
0,0,"0.0","0.0",0,1,3,1,0,0,0,"1.0","1.0",0,0,"1.0",0,0,0,0,1,1,0,10,"0.0",4,3,9,9,"522.0","5.0",229,206,98,0.142857142857143,0,4,21,"0.0",19,0.925925925925926,"0.875",16,1.9,1.77777777777778,10,79,2,2096,84,69,960,103,11810,10192,247421,"false"
1,0,"0.0","0.0",0,5,30,8,0,10,0,"13.0","1.0",1,8,"3.0",0,4,0,0.25,4,3,0,36,"3.0",4,5,33,5,"18.0","5.0",580,542,1609,0.354166666666667,0,14,93,"0.0",73,0.76,"0.911764705882353",70,2.02777777777778,2.12121212121212,39,564,12,9554,584,69,960,103,11810,10192,247421,"false"
1,0,"0.0","0.0",0,5,27,8,0,7,0,"7.0","0.0",0,0,"0.0",0,0,0,0,4,0,0,8,"1.0",0,0,8,2,"0.0","1.0",143,143,0,0.476190476190476,0,1,8,"0.0",20,0.785714285714286,"1.0",20,2.5,2.5,26,207,11,4046,208,69,960,103,11810,10192,247421,"false"
10,1,"2.0","1.0",1,5,138,26,0,25,0,"33.0","0.714285714285714",7,40,"5.0",0,15,0,0.466666666666667,3,20,0,44,"4.0",8,9,24,15,"237.0","3.0",988,665,1128,0.0905923344947735,0,33,375,"3.0",100,0.934883720930233,"0.545454545454545",77,2.27272727272727,3.20833333333333,28,387,2,14624,551,69,960,103,11810,10192,247421,"true"
